"marka_kodu","tip_kodu","marka_adi","tip_adi","sifir_fiyat_id","eslestirme_yontem","eslestirme_skor","sf_marka_adi","sf_model_adi","sf_versiyon","sf_yakit","sf_vites","sf_guc","sf_liste_fiyati","sf_kampanya_fiyati","sf_scrape_date","updated_at"
"107","1269","NISSAN","TOWNSTAR COMBI EV 90KW PLATINUM","914","fiyat_exact","100","Nissan","Townstar Combi EV","Platinum 90 kW","Elektrik","Otomatik","90","3147200",,"2026-06-16","2026-06-17T19:01:20.517327+00:00"
"107","1275","NISSAN","TOWNSTAR VAN 1.3 DIG-T 130 7DCT TEKNA L2","920","fiyat_exact","100","Nissan","Townstar Van","L2 Tekna 1.3 DIG-T 130PS 7DCT","Benzin","Otomatik","130","1713900","1663900","2026-06-16","2026-06-17T19:01:20.616702+00:00"
"107","1274","NISSAN","TOWNSTAR VAN 1.3 DIG-T 130 7DCT VISIA L2","919","fiyat_exact","100","Nissan","Townstar Van","Visia L2 1.3 DIG-T 130PS 7DCT","Benzin","Otomatik","130","1633800","1583800","2026-06-16","2026-06-17T19:01:20.517327+00:00"
"107","1272","NISSAN","TOWNSTAR VAN 1.3 DIG-T 130 VISIA L1","915","fiyat_exact","100","Nissan","Townstar Van","Visia L1 1.3 DIG-T 130PS 6MT","Benzin","Manuel","130","1314900",,"2026-06-16","2026-06-17T19:01:20.517327+00:00"
"107","1273","NISSAN","TOWNSTAR VAN 1.3 DIG-T 130 VISIA L2","918","fiyat_exact","100","Nissan","Townstar Van","Visia L2 1.3 DIG-T 130PS 6MT","Benzin","Manuel","130","1503800","1453800","2026-06-16","2026-06-17T19:01:20.517327+00:00"
"107","1271","NISSAN","TOWNSTAR VAN EV 90KW TEKNA","916","fiyat_exact","100","Nissan","Townstar Van","EV L2 Tekna 90 kW","Elektrik","Otomatik","90","2228000",,"2026-06-16","2026-06-17T19:01:20.517327+00:00"
"107","1270","NISSAN","TOWNSTAR VAN EV 90KW TEKNA+","917","fiyat_exact","100","Nissan","Townstar Van","EV L1 Tekna+ 90 kW","Elektrik","Otomatik","90","2249200",,"2026-06-16","2026-06-17T19:01:20.517327+00:00"
"107","1251","NISSAN","X-TRAIL 1.5 DIG-T 163 X-TRONIC CVT PLATINUM","911","fiyat_exact","100","Nissan","X-Trail","PLATINUM 1.5 VC-T Mild Hybrid 163PS Auto","Mild Hibrit","Otomatik","163","5098300","4998300","2026-06-16","2026-06-17T19:01:20.41853+00:00"
"107","1252","NISSAN","X-TRAIL 1.5 DIG-T 163 X-TRONIC CVT PLT.PREMI","912","fiyat_exact","100","Nissan","X-Trail","PLATINUM PREMIUM 1.5 VC-T Mild Hybrid 163PS Auto","Mild Hibrit","Otomatik","163","5615600","5515600","2026-06-16","2026-06-17T19:01:20.41853+00:00"
"861","1001","OMODA","OMODA 5 ULTIMA 145",,,,,,,,,,,,,"2026-06-17T19:01:46.746558+00:00"
"861","1002","OMODA","OMODA 7 NEO 145",,,,,,,,,,,,,"2026-06-17T19:01:46.746558+00:00"
"111","1714","OPEL","ASTRA HB 1.5 DIZEL AT8 130 GS","938","hp_model","76","Opel","Astra HB","GS 1.5 130 HP Dizel AT8","Dizel","Otomatik","130","2590000","2290000","2026-06-16","2026-06-17T19:01:20.92577+00:00"
"111","1725","OPEL","ASTRA HB 1.5 DIZEL AT8 130 GS FL",,,,,,,,,,,,,"2026-06-17T19:01:21.034847+00:00"
"111","1663","OPEL","COMBO CARGO 1.5 DIZEL AT8 130 ULTIMATE XL FL","944","fiyat_exact","100","Opel","Combo Cargo","Ultimate XL 1.5 130 HP Dizel AT8","Dizel","Otomatik","130","1570000",,"2026-06-16","2026-06-17T19:01:20.616702+00:00"
"111","1680","OPEL","COMBO CARGO 1.5 DIZEL MT6 130 EDITION FL","941","fiyat_exact","100","Opel","Combo Cargo","Edition 1.5 102 HP Dizel MT6","Dizel","Manuel","102","1334000",,"2026-06-16","2026-06-17T19:01:20.716061+00:00"
"111","1719","OPEL","COMBO CARGO 1.5 DIZEL MT6 130 EDITION XL FL","942","fiyat_exact","100","Opel","Combo Cargo","Edition XL 1.5 130 HP Dizel MT6","Dizel","Manuel","130","1371000",,"2026-06-16","2026-06-17T19:01:20.92577+00:00"
"111","1681","OPEL","COMBO CARGO 1.5 DIZEL MT6 130 ULTIMATE XL FL","943","fiyat_exact","100","Opel","Combo Cargo","Ultimate XL 1.5 102 HP Dizel MT6","Dizel","Manuel","102","1437000",,"2026-06-16","2026-06-17T19:01:20.716061+00:00"
"111","1665","OPEL","COMBO EDITION 1.5 DIZEL AT8 130 FL","929","fiyat_exact","100","Opel","Combo Life","Edition 1.5 Dizel AT-8 130 HP","Dizel","Otomatik","130","2003000",,"2026-06-16","2026-06-17T19:01:20.616702+00:00"
"111","1679","OPEL","COMBO ELEKTRIK 100KW EDITION (N1)","951","fiyat_exact","100","Opel","Combo Elektrik","Edition  Elektrikli 100 kW","Elektrik","Otomatik","100kW","2200000",,"2026-06-16","2026-06-17T19:01:20.716061+00:00"
"111","1698","OPEL","COMBO ESSENTIAL 1.5 DIZEL AT8 130 FL","928","fiyat_exact","100","Opel","Combo Life","Essential 1.5 130 HP Dizel AT8","Dizel","Otomatik","130","1797000",,"2026-06-16","2026-06-17T19:01:20.716061+00:00"
"111","1677","OPEL","COMBO ESSENTIAL 1.5 DIZEL MT6 130 FL","930","fiyat_exact","100","Opel","Combo Life","Essential  1.5 130 HP Dizel MT6","Dizel","Manuel","130","1631000","1371000","2026-06-16","2026-06-17T19:01:20.616702+00:00"
"111","1666","OPEL","COMBO ULTIMATE 1.5 DIZEL AT8 130 FL","931","fiyat_exact","100","Opel","Combo Life","Ultimate 1.5 Dizel AT-8 130 HP","Dizel","Otomatik","130","2133000","1950000","2026-06-16","2026-06-17T19:01:20.616702+00:00"
"111","1693","OPEL","CORSA 1.2 100 EDITION FL","922","fiyat_exact","100","Opel","Corsa","EDITION 1.2 100 HP Benzin MT6","Benzin","Manuel","75","1535000","1395000","2026-06-16","2026-06-17T19:01:20.716061+00:00"
"111","1706","OPEL","CORSA 1.2 HYBRID 110 E-DCT6 EDITION","921","fiyat_exact","100","Opel","Corsa","EDITION Hybrid 1.2 110 (100HP) e-DCT6","Benzin","Otomatik","100","1999000",,"2026-06-16","2026-06-17T19:01:20.827306+00:00"
"111","1707","OPEL","CORSA 1.2 HYBRID 136 E-DCT6 GS","923","fiyat_exact","100","Opel","Corsa","GS Hybrid 1.2 145 (136HP) e-DCT6","Benzin","Otomatik","145","2119000","1890000","2026-06-16","2026-06-17T19:01:20.827306+00:00"
"111","1656","OPEL","CORSA-E 100KW GS FL","950","fiyat_exact","100","Opel","Corsa Elektrik","GS 100kW (136 bg)","Elektrik","Otomatik","100","2101000","1800000","2026-06-16","2026-06-17T19:01:20.616702+00:00"
"111","1702","OPEL","FRONTERA MHEV 136 E-DCT EDITION","927","fiyat_exact","100","Opel","Frontera","Edition 1.2 Hybrid 136 HP e-DCT 6 AT","Mild Hibrit","Otomatik","136","2221000","1840000","2026-06-16","2026-06-17T19:01:20.827306+00:00"
"111","1700","OPEL","FRONTERA MHEV 136 E-DCT GS","926","fiyat_exact","100","Opel","Frontera","GS 1.2 Hybrid 136 HP e-DCT 6 AT","Mild Hibrit","Otomatik","136","2342000",,"2026-06-16","2026-06-17T19:01:20.827306+00:00"
"111","1701","OPEL","FRONTERA-E 83 KW GS","937","fiyat_exact","100","Opel","Frontera Elektrik","GS 44 kWh Batarya","Elektrik","Otomatik","100","1894000","1600000","2026-06-16","2026-06-17T19:01:20.827306+00:00"
"111","1709","OPEL","FRONTERA-E 83 KW GS UZUN MENZIL","936","fiyat_exact","100","Opel","Frontera Elektrik","GS 54 kWh Batarya - Uzun Menzil","Elektrik","Otomatik","100","2009000",,"2026-06-16","2026-06-17T19:01:20.827306+00:00"
"111","1696","OPEL","GRANDLAND 1.2 HYBRID 145 E-DCT6 EDITION","935","fiyat_exact","100","Opel","Grandland","EDITION 1.2 Hybrid 136 HP e-DCT 6 AT","Mild Hibrit","Otomatik","136","3102000","2386000","2026-06-16","2026-06-17T19:01:20.716061+00:00"
"111","1697","OPEL","GRANDLAND 1.2 HYBRID 145 E-DCT6 GS","934","fiyat_exact","100","Opel","Grandland","GS 1.2 Hybrid 136 HP e-DCT 6 AT","Mild Hibrit","Otomatik","136","3179000",,"2026-06-16","2026-06-17T19:01:20.716061+00:00"
"111","1715","OPEL","GRANDLAND 157KW EDITION","924","fiyat_exact","100","Opel","Grandland Elektrik","Edition 157 kW","Elektrik","Otomatik","0","2485000",,"2026-06-16","2026-06-17T19:01:20.92577+00:00"
"111","1722","OPEL","GRANDLAND 239KW GS AWD","925","fiyat_exact","100","Opel","Grandland Elektrik","GS 239 kW AWD","Elektrik","Otomatik","239","4222000","3872000","2026-06-16","2026-06-17T19:01:21.034847+00:00"
"111","1686","OPEL","MOKKA 1.2 130 AT8 EDITION FL",,,,,,,,,,,,,"2026-06-17T19:01:20.716061+00:00"
"111","1720","OPEL","MOKKA 1.2 136 MT6 EDITION FL","933","fiyat_exact","100","Opel","Mokka","Edition 1.2 136 HP Benzin MT6","Benzin","Manuel",,"1988000","1800000","2026-06-16","2026-06-17T19:01:20.92577+00:00"
"111","1708","OPEL","MOKKA 1.2 HYBRID 136 E-DCT6 GS","932","fiyat_exact","100","Opel","Mokka","GS Hybrid 1.2 145 (136 HP) e-DCT6","Benzin","Otomatik","145","2650000",,"2026-06-16","2026-06-17T19:01:20.827306+00:00"
"111","1723","OPEL","MOKKA GSE 207KW","957","fiyat_exact","100","Opel","Mokka GSE","GSE 207 kW","Elektrik","Otomatik","207","3570000","3250000","2026-06-16","2026-06-17T19:01:21.034847+00:00"
"111","1682","OPEL","MOVANO 2.2 140 4T 16+1 OKUL","955","fiyat_exact","100","Opel","Movano Minibüs","L4H2 15m3 4 Ton (Okul 16+1) 2.2 140 HP Dizel MT6","Dizel","Manuel","140","2588000",,"2026-06-16","2026-06-17T19:01:20.716061+00:00"
"111","1683","OPEL","MOVANO 2.2 140 4T 16+1 PERSONEL","956","fiyat_exact","100","Opel","Movano Minibüs","L4H2 15m3 4 Ton (Servis 16+1) 2.2 140 HP Dizel MT6","Dizel","Manuel","140","2482000","2080000","2026-06-16","2026-06-17T19:01:20.716061+00:00"
"111","1670","OPEL","MOVANO 2.2 180 L4H2 15M3 MT6","954","fiyat_exact","100","Opel","Movano","L4H2 15m3 2.2 180 HP Dizel MT6","Dizel","Manuel","180","1949000","1590000","2026-06-16","2026-06-17T19:01:20.616702+00:00"
"111","1699","OPEL","VIVARO CARGO 1.5 120 DIZEL MT6 ULTIMATE","945","fiyat_exact","100","Opel","Vivaro Cargo","Ultimate 1.5 120 HP Dizel MT6","Dizel","Manuel","120","1583000",,"2026-06-16","2026-06-17T19:01:20.827306+00:00"
"111","1705","OPEL","VIVARO CARGO 1.5 120 DIZEL MT6 ULTIMATE XL","947","fiyat_exact","100","Opel","Vivaro Cargo","Ultimate XL 1.5 120 HP Dizel MT6","Dizel","Manuel","120","1716000","1370000","2026-06-16","2026-06-17T19:01:20.827306+00:00"
"111","1711","OPEL","VIVARO CARGO 2.2 150 DIZEL MT6 ULTIMATE XL FL","948","hp_model","84","Opel","Vivaro Cargo","Ultimate XL 2.2 150 HP Dizel MT6","Dizel","Manuel","150","1853000","1480000","2026-06-16","2026-06-17T19:01:20.92577+00:00"
"111","1717","OPEL","VIVARO CARGO 2.2 180 DIZEL AT8 ULTIMATE FL","949","fiyat_exact","100","Opel","Vivaro Cargo","Ultimate 2.2 180 HP Dizel AT8","Dizel","Otomatik","180","1731000","1515000","2026-06-16","2026-06-17T19:01:20.92577+00:00"
"111","1710","OPEL","VIVARO CARGO 2.2 180 DIZEL AT8 ULTIMATE XL FL","946","fiyat_exact","100","Opel","Vivaro Cargo","Ultimate XL 2.2 180 HP Dizel AT8","Dizel","Otomatik","180","1891000",,"2026-06-16","2026-06-17T19:01:20.827306+00:00"
"111","1718","OPEL","VIVARO CITY VAN 2.2 150 DIZEL AT8 ULTIMATE FL","940","fiyat_exact","100","Opel","Vivaro City Van","Ultimate 2.2 150 HP Dizel AT8","Dizel","Otomatik","150","2061000","1790000","2026-06-16","2026-06-17T19:01:20.92577+00:00"
"111","1713","OPEL","VIVARO CITY VAN 2.2 DIZEL 150 MT6 ULTIMATE XL","939","fiyat_exact","100","Opel","Vivaro City Van","Ultimate XL 2.2 150 HP Dizel MT6","Dizel","Manuel",,"2064000",,"2026-06-16","2026-06-17T19:01:20.92577+00:00"
"111","1724","OPEL","VIVARO KAMYONET 2.2 150 EDITION MT6","958","fiyat_exact","100","Opel","Vivaro Kamyonet","Edition 2.2 150 HP Dizel MT6","Dizel","Manuel","150","1715000",,"2026-06-16","2026-06-17T19:01:21.034847+00:00"
"111","1716","OPEL","ZAFIRA EDITION PLUS XL 2.2 180 AT8","953","fiyat_exact","100","Opel","Zafira Life","Edition Plus XL 2.2 180 HP Dizel AT8","Dizel","Otomatik","180","2516000","2100000","2026-06-16","2026-06-17T19:01:20.92577+00:00"
"111","1721","OPEL","ZAFIRA ULTIMATE XL 2.2 180 AT8","952","fiyat_exact","100","Opel","Zafira Life","Ultimate XL 2.2 180 HP Dizel AT8","Dizel","Otomatik","180","2675000",,"2026-06-16","2026-06-17T19:01:20.92577+00:00"
"101","1070","OTOKAR/MAGIRUS","KAMYON ATLAS 11L GSRII UZUN 4X2 KLIMA",,,,,,,,,,,,,"2026-06-17T19:01:20.313959+00:00"
"101","1069","OTOKAR/MAGIRUS","KAMYON ATLAS 11S GSRII 4X2 KLIMA",,,,,,,,,,,,,"2026-06-17T19:01:20.313959+00:00"
"101","1063","OTOKAR/MAGIRUS","KAMYON ATLAS 3D (15T) 6X2 KLIMA",,,,,,,,,,,,,"2026-06-17T19:01:20.208036+00:00"
"101","1071","OTOKAR/MAGIRUS","KAMYON ATLAS 3D-15 GSRII 6X2 KLIMA",,,,,,,,,,,,,"2026-06-17T19:01:20.313959+00:00"
"101","1068","OTOKAR/MAGIRUS","KAMYON ATLAS 9L GSRII UZUN 4X2 KLIMA",,,,,,,,,,,,,"2026-06-17T19:01:20.208036+00:00"
"101","1067","OTOKAR/MAGIRUS","KAMYON ATLAS 9S GSRII 4X2 KLIMA",,,,,,,,,,,,,"2026-06-17T19:01:20.208036+00:00"
"101","1056","OTOKAR/MAGIRUS","OTOBUS CENTRO BELEDIYE (17+14+1)",,,,,,,,,,,,,"2026-06-17T19:01:20.208036+00:00"
"101","1032","OTOKAR/MAGIRUS","OTOBUS KENT LF BELEDIYE 3 KAPILI E6",,,,,,,,,,,,,"2026-06-17T19:01:20.208036+00:00"
"101","1046","OTOKAR/MAGIRUS","OTOBUS KENT LF BELEDIYE KORUKLU 4 KAPILI E6",,,,,,,,,,,,,"2026-06-17T19:01:20.208036+00:00"
"101","1049","OTOKAR/MAGIRUS","OTOBUS SULTAN COMFORT 29+1",,,,,,,,,,,,,"2026-06-17T19:01:20.208036+00:00"
"101","1057","OTOKAR/MAGIRUS","OTOBUS SULTAN GIGA (39+1+1) E6",,,,,,,,,,,,,"2026-06-17T19:01:20.208036+00:00"
"101","1026","OTOKAR/MAGIRUS","OTOBUS SULTAN MEGA 35+1+1 E6",,,,,,,,,,,,,"2026-06-17T19:01:20.208036+00:00"
"101","1065","OTOKAR/MAGIRUS","OTOBUS TERRITO 12M",,,,,,,,,,,,,"2026-06-17T19:01:20.208036+00:00"
"101","1072","OTOKAR/MAGIRUS","OTOBUS TERRITO 13M",,,,,,,,,,,,,"2026-06-17T19:01:20.313959+00:00"
"520","1587","OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S49 FP-LT E6E",,,,,,,,,,,,,"2026-06-17T19:01:38.595993+00:00"
"520","1589","OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S49 T/P FULL E6E",,,,,,,,,,,,,"2026-06-17T19:01:38.595993+00:00"
"520","1590","OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S53 FP-LT E6E",,,,,,,,,,,,,"2026-06-17T19:01:38.595993+00:00"
"520","1591","OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S53 T/P FULL E6E",,,,,,,,,,,,,"2026-06-17T19:01:38.595993+00:00"
"520","1592","OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S53 T/P FULL PLUS E6E",,,,,,,,,,,,,"2026-06-17T19:01:38.595993+00:00"
"520","1595","OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S57 T/P DIAMOND E6E",,,,,,,,,,,,,"2026-06-17T19:01:38.595993+00:00"
"520","1667","OTOYOL\IVECO\FIAT","CEKICI SWAY AS440S50 FP-LT GSR24",,,,,,,,,,,,,"2026-06-17T19:01:39.191246+00:00"
"520","1668","OTOYOL\IVECO\FIAT","CEKICI SWAY AS440S50 T/P FULL GSR24",,,,,,,,,,,,,"2026-06-17T19:01:39.191246+00:00"
"520","1670","OTOYOL\IVECO\FIAT","CEKICI SWAY AS440S50 T/P FULL PLUS GSR24",,,,,,,,,,,,,"2026-06-17T19:01:39.191246+00:00"
"520","1671","OTOYOL\IVECO\FIAT","CEKICI SWAY AS440S58 T/P DIAMOND GSR24",,,,,,,,,,,,,"2026-06-17T19:01:39.191246+00:00"
"520","1669","OTOYOL\IVECO\FIAT","CEKICI SWAY AS440S58 T/P FULL GSR24",,,,,,,,,,,,,"2026-06-17T19:01:39.191246+00:00"
"520","1682","OTOYOL\IVECO\FIAT","CEKICI X-WAY AS440X50T/P ON+ 3650 4x2 GSR24",,,,,,,,,,,,,"2026-06-17T19:01:39.289375+00:00"
"520","1683","OTOYOL\IVECO\FIAT","CEKICI X-WAY AS440X58TZ/PHRON+ 6x4 3300GSR24",,,,,,,,,,,,,"2026-06-17T19:01:39.289375+00:00"
"520","1599","OTOYOL\IVECO\FIAT","CEKICI X-WAY AT440X46 T/P ON+ E6E",,,,,,,,,,,,,"2026-06-17T19:01:38.695334+00:00"
"520","1606","OTOYOL\IVECO\FIAT","DAILY 50 C 18 H V/P 4100 14+1E+1 MINIBUS E6E",,,,,,,,,,,,,"2026-06-17T19:01:38.695334+00:00"
"520","1692","OTOYOL\IVECO\FIAT","DAILY 70 C 21 H A8 D/P 3.0 CC 4100E",,,,,,,,,,,,,"2026-06-17T19:01:39.389892+00:00"
"520","1632","OTOYOL\IVECO\FIAT","DAILY 70 S 18 H WX 3480 EVIE",,,,,,,,,,,,,"2026-06-17T19:01:38.790475+00:00"
"520","1678","OTOYOL\IVECO\FIAT","DAILY CIFT KAB KAMYONET 35 C 18 D A8 3450SC",,,,,,,,,,,,,"2026-06-17T19:01:39.289375+00:00"
"520","1679","OTOYOL\IVECO\FIAT","DAILY CIFT KAB KAMYONET 35 S 18 D A8 3450 SC",,,,,,,,,,,,,"2026-06-17T19:01:39.289375+00:00"
"520","1521","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYON 70 18 D 3750 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.941903+00:00"
"520","1517","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYON 70 C 16 D 3750 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.845051+00:00"
"520","1518","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYON 70 C 16 D 4100 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.941903+00:00"
"520","1519","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYON 70 C 16 D 4350 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.941903+00:00"
"520","1520","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYON 70 C 16 D 4750 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.941903+00:00"
"520","1614","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYON 70 C 16D A8 3750 E",,,,,,,,,,,,,"2026-06-17T19:01:38.695334+00:00"
"520","1615","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYON 70 C 16D A8 4100 E",,,,,,,,,,,,,"2026-06-17T19:01:38.695334+00:00"
"520","1616","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYON 70 C 16D A8 4350 E",,,,,,,,,,,,,"2026-06-17T19:01:38.790475+00:00"
"520","1617","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYON 70 C 16D A8 4750 E",,,,,,,,,,,,,"2026-06-17T19:01:38.790475+00:00"
"520","1522","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYON 70 C 18 D 4100 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.941903+00:00"
"520","1523","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYON 70 C 18 D 4350 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.941903+00:00"
"520","1524","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYON 70 C 18 D 4750 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.941903+00:00"
"520","1514","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 35 C 16 D 3450 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.845051+00:00"
"520","1515","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 35 C 16 D 3750 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.845051+00:00"
"520","1516","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 35 C 16 D 4100 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.845051+00:00"
"520","1646","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 35 C 16D 3750EGSR24",,,,,,,,,,,,,"2026-06-17T19:01:38.990968+00:00"
"520","1676","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 35 C 18 D A8 3450",,,,,,,,,,,,,"2026-06-17T19:01:39.191246+00:00"
"520","1677","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 35 C 18 D A8 3750",,,,,,,,,,,,,"2026-06-17T19:01:39.289375+00:00"
"520","1525","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 35C16 D A8 3450 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.941903+00:00"
"520","1526","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 35C16 D A8 3750 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.941903+00:00"
"520","1527","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 35C16 D A8 4100 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.941903+00:00"
"520","1513","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 35S16 H D 3450 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.845051+00:00"
"520","1647","OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET35 C16D A83750EGSR24",,,,,,,,,,,,,"2026-06-17T19:01:38.990968+00:00"
"520","1690","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 3450 E6E",,,,,,,,,,,,,"2026-06-17T19:01:39.389892+00:00"
"520","1655","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 3750 E GSR24",,,,,,,,,,,,,"2026-06-17T19:01:38.990968+00:00"
"520","1498","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 3750 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.74258+00:00"
"520","1656","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 4100 E GSR24",,,,,,,,,,,,,"2026-06-17T19:01:39.094461+00:00"
"520","1499","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 4100 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.74258+00:00"
"520","1657","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 4350 E GSR24",,,,,,,,,,,,,"2026-06-17T19:01:39.094461+00:00"
"520","1500","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 4350 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.74258+00:00"
"520","1658","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 4750 E GSR24",,,,,,,,,,,,,"2026-06-17T19:01:39.094461+00:00"
"520","1501","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 4750 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.74258+00:00"
"520","1659","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 A8 3750 E GSR24",,,,,,,,,,,,,"2026-06-17T19:01:39.094461+00:00"
"520","1610","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 A8 3750 E6E",,,,,,,,,,,,,"2026-06-17T19:01:38.695334+00:00"
"520","1660","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 A8 4100 E GSR24",,,,,,,,,,,,,"2026-06-17T19:01:39.094461+00:00"
"520","1611","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 A8 4100 E6E",,,,,,,,,,,,,"2026-06-17T19:01:38.695334+00:00"
"520","1661","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 A8 4350 E GSR24",,,,,,,,,,,,,"2026-06-17T19:01:39.094461+00:00"
"520","1612","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 A8 4350 E6E",,,,,,,,,,,,,"2026-06-17T19:01:38.695334+00:00"
"520","1662","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 A8 4750 E GSR24",,,,,,,,,,,,,"2026-06-17T19:01:39.094461+00:00"
"520","1613","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 A8 4750 E6E",,,,,,,,,,,,,"2026-06-17T19:01:38.695334+00:00"
"520","1699","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 16 A8 5100 E6E",,,,,,,,,,,,,"2026-06-17T19:01:39.488529+00:00"
"520","1512","OTOYOL\IVECO\FIAT","DAILY KAMYON 70 C 18 A8 4750 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.845051+00:00"
"520","1700","OTOYOL\IVECO\FIAT","DAILY KAMYONET 35 C 16 3.0 3750 EVIE",,,,,,,,,,,,,"2026-06-17T19:01:39.488529+00:00"
"520","1701","OTOYOL\IVECO\FIAT","DAILY KAMYONET 35 C 16 3.0 4100 EVIE",,,,,,,,,,,,,"2026-06-17T19:01:39.488529+00:00"
"520","1702","OTOYOL\IVECO\FIAT","DAILY KAMYONET 35 C 16 3.0 A8 3750 EVIE",,,,,,,,,,,,,"2026-06-17T19:01:39.488529+00:00"
"520","1703","OTOYOL\IVECO\FIAT","DAILY KAMYONET 35 C 16 3.0 A8 4100 EVIE",,,,,,,,,,,,,"2026-06-17T19:01:39.488529+00:00"
"520","1651","OTOYOL\IVECO\FIAT","DAILY KAMYONET 35 C 16 3000 E GSR24",,,,,,,,,,,,,"2026-06-17T19:01:38.990968+00:00"
"520","1494","OTOYOL\IVECO\FIAT","DAILY KAMYONET 35 C 16 3000 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.626276+00:00"
"520","1652","OTOYOL\IVECO\FIAT","DAILY KAMYONET 35 C 16 3450 E GSR24",,,,,,,,,,,,,"2026-06-17T19:01:38.990968+00:00"
"520","1495","OTOYOL\IVECO\FIAT","DAILY KAMYONET 35 C 16 3450 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.74258+00:00"
"520","1642","OTOYOL\IVECO\FIAT","DAILY KAMYONET 35 C 16 3750 E GSR24",,,,,,,,,,,,,"2026-06-17T19:01:38.892927+00:00"
"520","1496","OTOYOL\IVECO\FIAT","DAILY KAMYONET 35 C 16 3750 E6E",,,,,,,,,,,,,"2026-06-17T19:01:37.74258+00:00"
