"marka_kodu","tip_kodu","marka_adi","tip_adi","sifir_fiyat_id","eslestirme_yontem","eslestirme_skor","sf_marka_adi","sf_model_adi","sf_versiyon","sf_yakit","sf_vites","sf_guc","sf_liste_fiyati","sf_kampanya_fiyati","sf_scrape_date","updated_at"
"90","2508","MERCEDES","MERCEDES-MAYBACH S 580 4MATIC INSPIRATION+","824","fiyat_exact","100","Mercedes","S Serisi Maybach","Inspiration+ S 580 4MATIC","Benzin","Otomatik","503","30378000",,"2026-06-16","2026-06-17T19:01:18.81596+00:00"
"90","2664","MERCEDES","MERCEDES-MAYBACH SL 680 MONOGRAM SERIES",,,,,,,,,,,,,"2026-06-17T19:01:19.312173+00:00"
"90","2551","MERCEDES","MERCEDESAMG EQE 53 4MATIC+ PERFORMANCE",,,,,,,,,,,,,"2026-06-17T19:01:18.912055+00:00"
"90","1901","MERCEDES","OTOBUS CONECTO HYBRID",,,,,,,,,,,,,"2026-06-17T19:01:18.411359+00:00"
"90","1568","MERCEDES","OTOBUS CONECTO KORUKLU",,,,,,,,,,,,,"2026-06-17T19:01:18.106424+00:00"
"90","1061","MERCEDES","OTOBUS CONECTO SOLO",,,,,,,,,,,,,"2026-06-17T19:01:18.01088+00:00"
"90","1837","MERCEDES","OTOBUS INTOURO 51+1",,,,,,,,,,,,,"2026-06-17T19:01:18.312471+00:00"
"90","1929","MERCEDES","OTOBUS TOURISMO 15 RHD BASELINE 50+1",,,,,,,,,,,,,"2026-06-17T19:01:18.411359+00:00"
"90","1389","MERCEDES","OTOBUS TOURISMO 15 RHD EVI",,,,,,,,,,,,,"2026-06-17T19:01:18.01088+00:00"
"90","1924","MERCEDES","OTOBUS TOURISMO 16 RHD EVI",,,,,,,,,,,,,"2026-06-17T19:01:18.411359+00:00"
"90","1390","MERCEDES","OTOBUS TOURISMO 16 RHD EVI 2+1 KOLTUK DUZENI",,,,,,,,,,,,,"2026-06-17T19:01:18.01088+00:00"
"90","1391","MERCEDES","OTOBUS TOURISMO 16 RHD EVI 2+2 KOLTUK DUZENI",,,,,,,,,,,,,"2026-06-17T19:01:18.01088+00:00"
"90","1445","MERCEDES","OTOBUS TRAVEGO 15 SHD E6",,,,,,,,,,,,,"2026-06-17T19:01:18.01088+00:00"
"90","1637","MERCEDES","OTOBUS TRAVEGO 16 SHD 2+1",,,,,,,,,,,,,"2026-06-17T19:01:18.106424+00:00"
"90","2585","MERCEDES","S 450 D 4MATIC L INSPIRATION","815","fiyat_exact","100","Mercedes","S Serisi Sedan","Inspiration S 450 d 4MATIC L","Dizel","Otomatik","367","21035000",,"2026-06-16","2026-06-17T19:01:18.912055+00:00"
"90","1940","MERCEDES","SPRINTER 517 CDI 10+1 ENGELLI MINIBUS",,,,,,,,,,,,,"2026-06-17T19:01:18.411359+00:00"
"90","3045","MERCEDES","SPRINTER 517 PRO 9+1+1",,,,,,,,,,,,,"2026-06-17T19:01:19.809682+00:00"
"90","1951","MERCEDES","SPRINTER EKSTRA UZUN OKUL 18+1 PRO","817","fiyat_exact","100","Mercedes","Sprinter Okul","Ekstra Uzun Okul  18+1 Pro","Dizel","Manuel","163","4898780","4364010","2026-06-16","2026-06-17T19:01:18.509046+00:00"
"90","1953","MERCEDES","SPRINTER EKSTRA UZUN OKUL 19+1 PRO","818","fiyat_exact","100","Mercedes","Sprinter Okul","Ekstra Uzun Okul  19+1 Pro","Dizel","Manuel","163","5005110","4468210","2026-06-16","2026-06-17T19:01:18.509046+00:00"
"90","1952","MERCEDES","SPRINTER EKSTRA UZUN OKUL 22+1 PRO","819","fiyat_exact","100","Mercedes","Sprinter Okul","Ekstra Uzun Okul  22+1 Pro","Dizel","Manuel","163","5121920","4582690","2026-06-16","2026-06-17T19:01:18.509046+00:00"
"90","1971","MERCEDES","SPRINTER EKSTRA UZUN SERVIS 15+1 PRO","840","fiyat_exact","100","Mercedes","Sprinter Servis","Minibüs  Ekstra Uzun Servis 15+1 Pro","Dizel","Manuel","163","4528900","4001520","2026-06-16","2026-06-17T19:01:18.707525+00:00"
"90","1947","MERCEDES","SPRINTER EKSTRA UZUN SERVIS 16+1 PRO","841","fiyat_exact","100","Mercedes","Sprinter Servis","Minibüs Ekstra Uzun Servis 16+1 Pro","Dizel","Manuel","163","4735190","4203690","2026-06-16","2026-06-17T19:01:18.509046+00:00"
"90","1948","MERCEDES","SPRINTER EKSTRA UZUN SERVIS 19+1 PRO","842","fiyat_exact","100","Mercedes","Sprinter Servis","Minibüs Ekstra Uzun Servis 19+1 Pro","Dizel","Manuel","163","4809200","4276210","2026-06-16","2026-06-17T19:01:18.509046+00:00"
"90","1949","MERCEDES","SPRINTER EKSTRA UZUN SERVIS 22+1 PRO","843","fiyat_exact","100","Mercedes","Sprinter Servis","Minibüs Ekstra Uzun Servis 22+1 Pro","Dizel","Manuel","163","4915400","4380290","2026-06-16","2026-06-17T19:01:18.509046+00:00"
"90","3049","MERCEDES","SPRINTER KAMYON U.PRO CK 5.5T 190 4x4",,,,,,,,,,,,,"2026-06-17T19:01:19.910603+00:00"
"90","3026","MERCEDES","SPRINTER KAMYON U.SELECT TK 190 5.5T 1+1",,,,,,,,,,,,,"2026-06-17T19:01:19.604896+00:00"
"90","3053","MERCEDES","SPRINTER KAMYON UZUN PRO CK 5.5T 190 4x4","855","hp_model","103","Mercedes","Sprinter Kamyonet","Kamyonet Uzun PRO ÇK 5.5T 190 BG 4x4","Dizel","Manuel",,"2750850","2626050","2026-06-16","2026-06-17T19:01:19.910603+00:00"
"90","3043","MERCEDES","SPRINTER KAMYON UZUN PRO TK 170 5.0T 1+1","853","fiyat_exact","100","Mercedes","Sprinter Kamyonet","Kamyonet Uzun PRO TK 170 BG 5.0T 1+1","Dizel","Manuel","170","2236670","2111870","2026-06-16","2026-06-17T19:01:19.809682+00:00"
"90","3044","MERCEDES","SPRINTER KAMYON UZUN PRO TK 190 5.0T 1+1","854","fiyat_exact","100","Mercedes","Sprinter Kamyonet","Kamyonet Uzun PRO TK 190 BG 5.0T 1+1","Dizel","Manuel",,"2339510","2214710","2026-06-16","2026-06-17T19:01:19.809682+00:00"
"90","3055","MERCEDES","SPRINTER KAMYONET ORTA PRO TK 170 3.5T 2+1","850","fiyat_exact","100","Mercedes","Sprinter Kamyonet","Kamyonet Orta PRO TK 170 BG 3.5T 2+1","Dizel","Manuel","170","2043850","1919050","2026-06-16","2026-06-17T19:01:19.910603+00:00"
"90","3042","MERCEDES","SPRINTER KAMYONET UZUN PRO TK 170 3.5T 2+1","851","fiyat_exact","100","Mercedes","Sprinter Kamyonet","Kamyonet Uzun PRO TK 170 BG 3.5T 2+1","Dizel","Manuel","170","2088910","1964110","2026-06-16","2026-06-17T19:01:19.809682+00:00"
"90","3054","MERCEDES","SPRINTER KAMYONET UZUN PRO TK 170 3.5T CT","852","fiyat_exact","100","Mercedes","Sprinter Kamyonet","Kamyonet Uzun PRO TK 170 BG 3.5T 2+1 CT","Dizel","Manuel","170","2109500","1984700","2026-06-16","2026-06-17T19:01:19.910603+00:00"
"90","1950","MERCEDES","SPRINTER OKUL 16+1 PRO","816","fiyat_exact","100","Mercedes","Sprinter Okul","Okul  16+1 Pro","Dizel","Manuel","163","4552210","4024370","2026-06-16","2026-06-17T19:01:18.509046+00:00"
"90","1944","MERCEDES","SPRINTER ORTA SERVIS 10+1 PRO","837","fiyat_exact","100","Mercedes","Sprinter Servis","Minibüs  Orta Servis 10+1 Pro","Dizel","Manuel","163","4214140","3714200","2026-06-16","2026-06-17T19:01:18.509046+00:00"
"90","1958","MERCEDES","SPRINTER PANELVAN PRO E.U 4.1T 170 1+1","868","fiyat_exact","100","Mercedes","Sprinter Panelvan","Panelvan PRO Ekstra Uzun 4.1T 170 BG 1+1","Dizel","Manuel","170","3296720","3078320","2026-06-16","2026-06-17T19:01:18.607497+00:00"
"90","1954","MERCEDES","SPRINTER PANELVAN PRO E.U 5.0T 170 1+1","871","fiyat_exact","100","Mercedes","Sprinter Panelvan","Panelvan PRO Ekstra Uzun 5.0T 170 BG 1+1","Dizel","Manuel","170","3575400","3357000","2026-06-16","2026-06-17T19:01:18.607497+00:00"
"90","3023","MERCEDES","SPRINTER PANELVAN PRO EU 3.5T 170","866","fiyat_exact","100","Mercedes","Sprinter Panelvan","Panelvan PRO Ekstra Uzun 3.5T 170 BG","Dizel","Manuel","170","2856050","2409170","2026-06-16","2026-06-17T19:01:19.604896+00:00"
"90","3008","MERCEDES","SPRINTER PANELVAN PRO EU 4.1T 190 1+1 4X4","872","fiyat_exact","100","Mercedes","Sprinter Panelvan","Panelvan  PRO Ekstra Uzun 4.1T 190 BG 1+1 4x4","Dizel","Manuel","190","3703070","3484670","2026-06-16","2026-06-17T19:01:19.506752+00:00"
"90","3006","MERCEDES","SPRINTER PANELVAN PRO ORTA 190 4.1T 4X4","869","fiyat_exact","100","Mercedes","Sprinter Panelvan","Panelvan PRO Orta 4.1T 190 BG 1+1 4x4","Dizel","Manuel","190","3379710","3161310","2026-06-16","2026-06-17T19:01:19.506752+00:00"
"90","1955","MERCEDES","SPRINTER PANELVAN PRO ORTA 3.5T 170","864","fiyat_exact","100","Mercedes","Sprinter Panelvan","Panelvan PRO Orta 3.5T 170 BG","Dizel","Manuel","170","2733370","2296310","2026-06-16","2026-06-17T19:01:18.607497+00:00"
"90","1980","MERCEDES","SPRINTER PANELVAN PRO ORTA 3.8T 170 AMBULANS",,,,,,,,,,,,,"2026-06-17T19:01:18.707525+00:00"
"90","3036","MERCEDES","SPRINTER PANELVAN PRO UZUN 170 3.5T CT",,,,,,,,,,,,,"2026-06-17T19:01:19.705747+00:00"
"90","1956","MERCEDES","SPRINTER PANELVAN PRO UZUN 3.5T 150","865","fiyat_exact","100","Mercedes","Sprinter Panelvan","Panelvan PRO Uzun 3.5T 150 BG","Dizel","Manuel","150","2738990","2395070","2026-06-16","2026-06-17T19:01:18.607497+00:00"
"90","1957","MERCEDES","SPRINTER PANELVAN PRO UZUN 3.5T 170","863","fiyat_exact","100","Mercedes","Sprinter Panelvan","Panelvan PRO Uzun 3.5T 170 BG","Dizel","Manuel",,"2792650","2257240","2026-06-16","2026-06-17T19:01:18.607497+00:00"
"90","1959","MERCEDES","SPRINTER PANELVAN PRO UZUN 4.1T 170 1+1","867","fiyat_exact","100","Mercedes","Sprinter Panelvan","Kamyonet Panelvan PRO Uzun 4.1T 170 BG 1+1","Dizel","Manuel","170","3116640","2898240","2026-06-16","2026-06-17T19:01:18.607497+00:00"
"90","3007","MERCEDES","SPRINTER PANELVAN PRO UZUN 4.1T 190 1+1 4X4","870","fiyat_exact","100","Mercedes","Sprinter Panelvan","Panelvan PRO Uzun 4.1T 190 BG 1+1 4x4","Dizel","Manuel","190","3523110","3304710","2026-06-16","2026-06-17T19:01:19.506752+00:00"
"90","3034","MERCEDES","SPRINTER PANELVAN PRO UZUN 5.0T 170 1+1",,,,,,,,,,,,,"2026-06-17T19:01:19.705747+00:00"
"90","3035","MERCEDES","SPRINTER PANELVAN PRO UZUN 5.0T 190 1+1",,,,,,,,,,,,,"2026-06-17T19:01:19.705747+00:00"
"90","3018","MERCEDES","SPRINTER PANELVAN SELECT E.U 5.0T 170 1+1",,,,,,,,,,,,,"2026-06-17T19:01:19.604896+00:00"
"90","1966","MERCEDES","SPRINTER PANELVAN SELECT E.U 5.0T 190 1+1",,,,,,,,,,,,,"2026-06-17T19:01:18.607497+00:00"
"90","1967","MERCEDES","SPRINTER PANELVAN SELECT E.U 5.5T 190 1+1",,,,,,,,,,,,,"2026-06-17T19:01:18.607497+00:00"
"90","1968","MERCEDES","SPRINTER PANELVAN SELECT E.U 5.5T 190 1+1 4X4",,,,,,,,,,,,,"2026-06-17T19:01:18.607497+00:00"
"90","3011","MERCEDES","SPRINTER PANELVAN SELECT EU 5.0T 170 1+1 RHD",,,,,,,,,,,,,"2026-06-17T19:01:19.506752+00:00"
"90","3010","MERCEDES","SPRINTER PANELVAN SELECT EU 5.0T 190 1+1 RHD",,,,,,,,,,,,,"2026-06-17T19:01:19.506752+00:00"
"90","1993","MERCEDES","SPRINTER PANELVAN SELECT ORTA 3.5T 170 1+1",,,,,,,,,,,,,"2026-06-17T19:01:18.81596+00:00"
"90","3050","MERCEDES","SPRINTER PANELVAN SELECT ORTA 3.5T 190 1+1",,,,,,,,,,,,,"2026-06-17T19:01:19.910603+00:00"
"90","3024","MERCEDES","SPRINTER PANELVAN SELECT ORTA 5.0T 170 1+1",,,,,,,,,,,,,"2026-06-17T19:01:19.604896+00:00"
"90","3033","MERCEDES","SPRINTER PANELVAN SELECT UZUN 5.5T 190 1+1",,,,,,,,,,,,,"2026-06-17T19:01:19.705747+00:00"
"90","1965","MERCEDES","SPRINTER PANELVAN SELECTORTA190 3.5T 1+1 4X4",,,,,,,,,,,,,"2026-06-17T19:01:18.607497+00:00"
"90","1945","MERCEDES","SPRINTER SERVIS 13+1 PRO","839","fiyat_exact","100","Mercedes","Sprinter Servis","Minibüs  Servis 13+1 Pro","Dizel","Manuel","163","4475480","3972930","2026-06-16","2026-06-17T19:01:18.509046+00:00"
"90","1946","MERCEDES","SPRINTER SERVIS 15+1 PRO","838","fiyat_exact","100","Mercedes","Sprinter Servis","Minibüs  Servis 15+1 Pro","Dizel","Manuel","163","4321100","3797880","2026-06-16","2026-06-17T19:01:18.509046+00:00"
"90","1887","MERCEDES","V300D AVANTGARDE EDITION 4MATIC EKSTRA UZUN","847","fiyat_exact","100","Mercedes","V-Serisi","Avantgarde V 300 d Ekstra Uzun","Dizel","Otomatik","239","10964810","10311870","2026-06-16","2026-06-17T19:01:18.312471+00:00"
"90","3022","MERCEDES","V300D AVANTGARDE FL","846","fiyat_exact","100","Mercedes","V-Serisi","Avantgarde V 300 d","Dizel","Otomatik","239","10784340","10136810","2026-06-16","2026-06-17T19:01:19.604896+00:00"
"90","1975","MERCEDES","V300D EXCLUSIVE EKSTRA UZUN","849","fiyat_exact","100","Mercedes","V-Serisi","Exclusive  V 300 d Ekstra Uzun","Dizel","Otomatik",,"12231330","11540390","2026-06-16","2026-06-17T19:01:18.707525+00:00"
"90","3021","MERCEDES","V300D EXCLUSIVE FL","848","fiyat_exact","100","Mercedes","V-Serisi","Exclusive V 300 d","Dizel","Otomatik","239","12168150","11479100","2026-06-16","2026-06-17T19:01:19.604896+00:00"
"90","1977","MERCEDES","VITO BASE 114 CDI EKSTRA UZUN",,,,,,,,,,,,,"2026-06-17T19:01:18.707525+00:00"
"90","3032","MERCEDES","VITO MIXTO 114 CDI EKSTRA UZUN","861","fiyat_exact","100","Mercedes","Vito Kombi / Mixto","Mixto  114 CDI Ekstra Uzun","Dizel","Otomatik","136","2254370","2116370","2026-06-16","2026-06-17T19:01:19.705747+00:00"
"90","1943","MERCEDES","VITO PANELVAN 114 CDI EKSTRA UZUN","834","fiyat_exact","100","Mercedes","Vito Panelvan","Panelvan Panelvan 114 CDI Ekstra Uzun","Dizel","Otomatik","136","2652630","2349980","2026-06-16","2026-06-17T19:01:18.411359+00:00"
"90","1972","MERCEDES","VITO PANELVAN 114 CDI UZUN",,,,,,,,,,,,,"2026-06-17T19:01:18.707525+00:00"
"90","1973","MERCEDES","VITO PANELVAN PRO 114 CDI EKSTRA UZUN",,,,,,,,,,,,,"2026-06-17T19:01:18.707525+00:00"
"90","3012","MERCEDES","VITO PRO 114 CDI EKSTRA UZUN",,,,,,,,,,,,,"2026-06-17T19:01:19.506752+00:00"
"90","1988","MERCEDES","VITO PRO 114 CDI UZUN",,,,,,,,,,,,,"2026-06-17T19:01:18.707525+00:00"
"90","3051","MERCEDES","VITO SELECT 124 CDI EKSTRA UZUN","805","fiyat_exact","100","Mercedes","Vito Tourer / Select","Select 124 CDI Ekstra Uzun","Dizel","Otomatik","237","3927540","3710990","2026-06-16","2026-06-17T19:01:19.910603+00:00"
"90","1978","MERCEDES","VITO SELECT 124 CDI UZUN","804","fiyat_exact","100","Mercedes","Vito Tourer / Select","Yeni Select 124 CDI Uzun 124 CDI Uzun","Dizel","Otomatik","237","3791330","3653330","2026-06-16","2026-06-17T19:01:18.707525+00:00"
"90","3052","MERCEDES","VITO SELECT 124 CDI UZUN 4x4","806","fiyat_exact","100","Mercedes","Vito Tourer / Select","Yeni Select 124 CDI Uzun 237 BG A/T Uzun 4x4","Dizel","Otomatik","237","4063740","3844470","2026-06-16","2026-06-17T19:01:19.910603+00:00"
"90","1991","MERCEDES","VITO TOURER PRO 114 CDI EKSTRA UZUN","803","fiyat_exact","100","Mercedes","Vito Tourer / Select","Pro 114 CDI Ekstra Uzun","Dizel","Otomatik","190","3350150","3007140","2026-06-16","2026-06-17T19:01:18.707525+00:00"
"90","1992","MERCEDES","VITO TOURER SELECT 124 CDI EKSTRA UZUN",,,,,,,,,,,,,"2026-06-17T19:01:18.81596+00:00"
"90","1990","MERCEDES","VITO TOURER SELECT 124 CDI UZUN 4X4",,,,,,,,,,,,,"2026-06-17T19:01:18.707525+00:00"
"588","1032","MG","HS HYBRID+ LUXURY","874","fiyat_exact","100","MG","Yeni HS","Luxury  Hybrid+","Mild Hibrit","Otomatik","143","3240000","3120000","2026-06-16","2026-06-17T19:01:39.986388+00:00"
"588","1023","MG","HS LUXURY 1.5T (170) AT","873","fiyat_exact","100","MG","Yeni HS","Luxury Benzin Otomatik","Benzin","Otomatik","170","2695000","2610000","2026-06-16","2026-06-17T19:01:39.986388+00:00"
"588","1027","MG","MG7 EXCELLENCE","877","fiyat_exact","100","MG","7","Excellence 1.5L Turbo Benzin","Benzin","Otomatik","170","3300000",,"2026-06-16","2026-06-17T19:01:39.986388+00:00"
"588","1028","MG","MG7 EXCELLENCE RED EDT","878","fiyat_exact","100","MG","7","Excellence Red Edition 1.5L Turbo Benzin","Benzin","Otomatik","170","3450000",,"2026-06-16","2026-06-17T19:01:39.986388+00:00"
"588","1031","MG","ZS HYBRID+ LUXURY","876","fiyat_kampanya","95","MG","ZS","Luxury  Hybrid+  Cam Tavanlı","Mild Hibrit","Otomatik","143","2650000","2540000","2026-06-16","2026-06-17T19:01:39.986388+00:00"
"421","1167","MINI","MINI COUNTRYMAN C 1.5 170 DARK EDITION",,,,,,,,,,,,,"2026-06-17T19:01:37.325437+00:00"
"421","1146","MINI","MINI COUNTRYMAN C 1.5 170 FAVOURED",,,,,,,,,,,,,"2026-06-17T19:01:37.223297+00:00"
"421","1147","MINI","MINI COUNTRYMAN C 1.5 170 JCW","887","fiyat_exact","100","Mini","Mini Countryman C","John Cooper Works Otomatik Mild Hybrid - Benzin","Mild Hibrit","Otomatik","170","4800100",,"2026-06-16","2026-06-17T19:01:37.325437+00:00"
"421","1166","MINI","MINI COUNTRYMAN C 1.5 170 TRAIL EDITION","886","fiyat_exact","100","Mini","Mini Countryman C","Trail Edition Otomatik Mild Hybrid - Benzin","Mild Hibrit","Otomatik","170","4400700",,"2026-06-16","2026-06-17T19:01:37.325437+00:00"
"421","1148","MINI","MINI COUNTRYMAN E 204 FAVOURED","893","hp_model","63","Mini","Cooper S Cabrıo","Favorued 204 BG Otomatik Benzin","Benzin","Otomatik","204","4918200",,"2026-06-16","2026-06-17T19:01:37.325437+00:00"
"421","1164","MINI","MINI COUNTRYMAN E 204 JCW","880","fiyat_exact","100","Mini","Countryman E","Jwc Otomatik Elektrik","Elektrik","Otomatik","0","4250100",,"2026-06-16","2026-06-17T19:01:37.325437+00:00"
"421","1154","MINI","MINI COUNTRYMAN S ALL4 218 JCW","892","fiyat_exact","100","Mini","Mini Countryman S ALL4","Jwc  S ALL4 Mild Hybrid - Benzin","Benzin","Otomatik",,"6451100",,"2026-06-16","2026-06-17T19:01:37.325437+00:00"
"421","1150","MINI","MINI COUNTRYMAN SE ALL4 313 JCW","888","fiyat_exact","100","Mini","Countryman-E SE ALL4","Jwc  Otomatik SE ALL4","Elektrik","Otomatik","313","5533400",,"2026-06-16","2026-06-17T19:01:37.325437+00:00"
"421","1155","MINI","MINI JCW COUNTRYMAN ALL4 2.0 300 JCW","890","fiyat_exact","100","Mini","Mını John Cooper Works Countryman ALL4","Jwc  JWC Benzin- Otomatik","Benzin","Otomatik",,"6999600",,"2026-06-16","2026-06-17T19:01:37.325437+00:00"
"94","1094","MITSUBISHI","FUSO CANTER 8B MT KAMYON AEBS STEP-E",,,,,,,,,,,,,"2026-06-17T19:01:20.014538+00:00"
"94","1081","MITSUBISHI","FUSO CANTER 8BL MT CIFT KABIN KAMYON (AEBS)",,,,,,,,,,,,,"2026-06-17T19:01:20.014538+00:00"
"94","1095","MITSUBISHI","FUSO CANTER 8BL MT KAMYON AEBS STEP-E",,,,,,,,,,,,,"2026-06-17T19:01:20.014538+00:00"
"94","1097","MITSUBISHI","FUSO CANTER 9B MT KAMYON AEBS STEP-E",,,,,,,,,,,,,"2026-06-17T19:01:20.014538+00:00"
"94","1098","MITSUBISHI","FUSO CANTER 9BL MT KAMYON AEBS STEP-E",,,,,,,,,,,,,"2026-06-17T19:01:20.014538+00:00"
"94","1082","MITSUBISHI","FUSO CANTER 9BXL MT KAMYON (AEBS)",,,,,,,,,,,,,"2026-06-17T19:01:20.014538+00:00"
"600","6943","MOTORSIKLET","ABUSH A SUTAY 125",,,,,,,,,,,,,"2026-06-17T19:01:43.987396+00:00"
"600","6944","MOTORSIKLET","ABUSH A SUTAY 125 PLUS",,,,,,,,,,,,,"2026-06-17T19:01:43.987396+00:00"
"600","6937","MOTORSIKLET","ABUSH AYBAR A-180",,,,,,,,,,,,,"2026-06-17T19:01:43.888381+00:00"
"600","6942","MOTORSIKLET","ABUSH AYBAR A-180 PLUS",,,,,,,,,,,,,"2026-06-17T19:01:43.888381+00:00"
"600","6936","MOTORSIKLET","ABUSH BENICE A-150",,,,,,,,,,,,,"2026-06-17T19:01:43.888381+00:00"
"600","6941","MOTORSIKLET","ABUSH BENICE A-150 PLUS",,,,,,,,,,,,,"2026-06-17T19:01:43.888381+00:00"
"600","6931","MOTORSIKLET","ABUSH CGA 100i",,,,,,,,,,,,,"2026-06-17T19:01:43.788733+00:00"
"600","6932","MOTORSIKLET","ABUSH CGA 125i",,,,,,,,,,,,,"2026-06-17T19:01:43.788733+00:00"
"600","6933","MOTORSIKLET","ABUSH SPEEDY 100i",,,,,,,,,,,,,"2026-06-17T19:01:43.888381+00:00"
"600","6938","MOTORSIKLET","ABUSH SPEEDY 100i PLUS",,,,,,,,,,,,,"2026-06-17T19:01:43.888381+00:00"
"600","6934","MOTORSIKLET","ABUSH SPEEDY 110i",,,,,,,,,,,,,"2026-06-17T19:01:43.888381+00:00"
"600","6939","MOTORSIKLET","ABUSH SPEEDY 110i PLUS",,,,,,,,,,,,,"2026-06-17T19:01:43.888381+00:00"
"600","6935","MOTORSIKLET","ABUSH SPEEDY 125i",,,,,,,,,,,,,"2026-06-17T19:01:43.888381+00:00"
"600","6940","MOTORSIKLET","ABUSH SPEEDY 125i PLUS",,,,,,,,,,,,,"2026-06-17T19:01:43.888381+00:00"
"600","4325","MOTORSIKLET","ALEXA ORTI ELEKTRIKLI L7",,,,,,,,,,,,,"2026-06-17T19:01:42.588035+00:00"
"600","7531","MOTORSIKLET","ALTAI CARRIER 110 PRO",,,,,,,,,,,,,"2026-06-17T19:01:44.390438+00:00"
"600","7536","MOTORSIKLET","ALTAI CARRIER 125 PRO",,,,,,,,,,,,,"2026-06-17T19:01:44.390438+00:00"
"600","7537","MOTORSIKLET","ALTAI F4 FUSION",,,,,,,,,,,,,"2026-06-17T19:01:44.390438+00:00"
"600","7534","MOTORSIKLET","ALTAI G LINE RT125T-5",,,,,,,,,,,,,"2026-06-17T19:01:44.390438+00:00"
"600","7532","MOTORSIKLET","ALTAI RISTRETTO 125",,,,,,,,,,,,,"2026-06-17T19:01:44.390438+00:00"
"600","7533","MOTORSIKLET","ALTAI TANK X 125",,,,,,,,,,,,,"2026-06-17T19:01:44.390438+00:00"
"600","9066","MOTORSIKLET","AOS BIG.e 10.5 ELEKTRIKLI 4 TEKER Y.ACIK",,,,,,,,,,,,,"2026-06-17T19:01:45.788331+00:00"
"600","9065","MOTORSIKLET","AOS BIG.e 10.5 ELEKTRIKLI 4 TEKER Y.KAPALI",,,,,,,,,,,,,"2026-06-17T19:01:45.690881+00:00"
"600","9060","MOTORSIKLET","AOS BIG.e 10.5 ELEKTRIKLI 4 TEKER YUK SASI",,,,,,,,,,,,,"2026-06-17T19:01:45.690881+00:00"
"600","9064","MOTORSIKLET","AOS BIG.e 15.7 ELEKTRIKLI 4 TEKER Y.ACIK",,,,,,,,,,,,,"2026-06-17T19:01:45.690881+00:00"
"600","9063","MOTORSIKLET","AOS BIG.e 15.7 ELEKTRIKLI 4 TEKER Y.KAPALI",,,,,,,,,,,,,"2026-06-17T19:01:45.690881+00:00"
"600","9061","MOTORSIKLET","AOS BIG.e 15.7 ELEKTRIKLI 4 TEKER YUK SASI",,,,,,,,,,,,,"2026-06-17T19:01:45.690881+00:00"
"600","9068","MOTORSIKLET","AOS BIG.e 21 ELEKTRIKLI 4 TEKER Y.ACIK",,,,,,,,,,,,,"2026-06-17T19:01:45.788331+00:00"
"600","9067","MOTORSIKLET","AOS BIG.e 21 ELEKTRIKLI 4 TEKER Y.KAPALI",,,,,,,,,,,,,"2026-06-17T19:01:45.788331+00:00"
"600","9062","MOTORSIKLET","AOS BIG.e 21 ELEKTRIKLI 4 TEKER YUK SASI",,,,,,,,,,,,,"2026-06-17T19:01:45.690881+00:00"
"600","1929","MOTORSIKLET","APEC APX5 150",,,,,,,,,,,,,"2026-06-17T19:01:40.997407+00:00"
"600","1936","MOTORSIKLET","APEC APX7 200",,,,,,,,,,,,,"2026-06-17T19:01:41.099392+00:00"
"600","1928","MOTORSIKLET","APEC PS5 125",,,,,,,,,,,,,"2026-06-17T19:01:40.997407+00:00"
"600","5547","MOTORSIKLET","APRILIA SR GT 400",,,,,,,,,,,,,"2026-06-17T19:01:43.090247+00:00"
"600","8922","MOTORSIKLET","ARORA AR 125",,,,,,,,,,,,,"2026-06-17T19:01:45.494273+00:00"
"600","8980","MOTORSIKLET","ARORA AR 150-5 KARGO",,,,,,,,,,,,,"2026-06-17T19:01:45.590783+00:00"
"600","8897","MOTORSIKLET","ARORA AR 250",,,,,,,,,,,,,"2026-06-17T19:01:45.395595+00:00"
"600","8899","MOTORSIKLET","ARORA AR 251",,,,,,,,,,,,,"2026-06-17T19:01:45.395595+00:00"
"600","8988","MOTORSIKLET","ARORA ARS 200",,,,,,,,,,,,,"2026-06-17T19:01:45.590783+00:00"
"600","8987","MOTORSIKLET","ARORA BEATRIX 150",,,,,,,,,,,,,"2026-06-17T19:01:45.590783+00:00"
"600","8894","MOTORSIKLET","ARORA BRAVO 125",,,,,,,,,,,,,"2026-06-17T19:01:45.395595+00:00"
"600","8891","MOTORSIKLET","ARORA CAPPUCINO NEW 125",,,,,,,,,,,,,"2026-06-17T19:01:45.395595+00:00"
"600","8900","MOTORSIKLET","ARORA CK 250",,,,,,,,,,,,,"2026-06-17T19:01:45.395595+00:00"
"600","8939","MOTORSIKLET","ARORA CR 250",,,,,,,,,,,,,"2026-06-17T19:01:45.590783+00:00"
"600","8927","MOTORSIKLET","ARORA JAGUAR 125",,,,,,,,,,,,,"2026-06-17T19:01:45.494273+00:00"
"600","8943","MOTORSIKLET","ARORA MAX PRO",,,,,,,,,,,,,"2026-06-17T19:01:45.590783+00:00"
"600","8892","MOTORSIKLET","ARORA MAX PRO 150",,,,,,,,,,,,,"2026-06-17T19:01:45.395595+00:00"
"600","8999","MOTORSIKLET","ARORA MAX PRO 250",,,,,,,,,,,,,"2026-06-17T19:01:45.590783+00:00"
"600","8932","MOTORSIKLET","ARORA MAX T EASY",,,,,,,,,,,,,"2026-06-17T19:01:45.494273+00:00"
