"sifir_id","marka_adi","model_adi","versiyon","yakit","vites","guc_hp","liste_fiyati","kampanya_fiyati","tsb_tip_kodu","tsb_tip_adi","eslestirme","skor"
"484","Fiat","Egea","Easy 1.6 M.Jet 130 HP GSR","Dizel","Manuel","130","1499900","1389900","1760","DOBLO COMBI EASY 1.5 130 BLUEHDI FL","hp_model","36"
"485","Fiat","Egea","Urban 1.6 M.Jet 130 HP GSR","Dizel","Manuel","130","1599900","1389900","1733","E-DOBLO CARGO MAXI 100KW FL","hp_model","35"
"486","Fiat","Egea","Lounge 1.6 M.Jet 130 HP GSR","Dizel","Manuel","130","1674900","1459900","1733","E-DOBLO CARGO MAXI 100KW FL","hp_model","35"
"487","Fiat","Egea","Easy 1.6 M.Jet 130 HP DCT GSR","Dizel","Otomatik","130","1850900","1749900","1760","DOBLO COMBI EASY 1.5 130 BLUEHDI FL","hp_model","36"
"488","Fiat","Egea","Urban  1.6 M.Jet 130 HP DCT GSR","Dizel","Otomatik","130","1850900","1799000","1733","E-DOBLO CARGO MAXI 100KW FL","hp_model","35"
"489","Fiat","Egea","Lounge 1.6 M.Jet 130 HP DCT GSR","Dizel","Manuel","130","1899900","1869900","1733","E-DOBLO CARGO MAXI 100KW FL","hp_model","35"
"500","Fiat","Egea Cross","Street 1.6 M.Jet 130 HP DCT GSR Traction","Dizel","Otomatik","130","1850900","1749900","1733","E-DOBLO CARGO MAXI 100KW FL","hp_model","35"
"501","Fiat","Egea Cross","Urban  1.6 M.Jet 130 HP DCT GSR Traction","Dizel","Otomatik","130","1899900","1749900","1733","E-DOBLO CARGO MAXI 100KW FL","hp_model","35"
"502","Fiat","Egea Cross","Lounge  1.6 M.Jet 130 HP DCT GSR Traction","Dizel","Otomatik","130","1949000","1799000","1733","E-DOBLO CARGO MAXI 100KW FL","hp_model","35"
"503","Fiat","Egea Cross","Limited 1.6 M.Jet 130 HP DCT GSR Traction+","Dizel","Otomatik","130","2119900","2019900","1733","E-DOBLO CARGO MAXI 100KW FL","hp_model","35"
"504","Fiat","Grande Panda","La Prima 83 kW/113 HP - 44 kWh","Elektrik","Otomatik","113","1584900","1440000","1768","GRANDE PANDA LA PRIMA BEV 44KWH 83KW","fiyat_exact","100"
"515","Fiat","Scudo Combimix","Combi Standart Lounge (L2) 1.5 120 HP Manuel S4","Dizel","Manuel","120","1963900","1863900","1788","SCUDO COMBI STD (L2) LOUNGE 1.5 MJ3 120","fiyat_exact","100"
"516","Fiat","Scudo Combimix","Combimix Maxi Lounge 2.2 150 HP Manuel S4","Dizel","Manuel","150","2101900","2001900","1777","SCUDO COMBIMIX MAXI LOUNGE 2.2MJ 150","fiyat_exact","100"
"517","Fiat","Scudo Combimix","Combi Standart Lounge (L2) 2.2 150HP Otomatik S4","Dizel","Manuel","150","2118900","2018900","1776","SCUDO COMBI STD (L2) LOUNGE 2.2 MJ 150 AT","fiyat_exact","100"
"539","Fiat","Scudo Kamyonet","Business 2.2 Multijet4 150 HP","Dizel","Manuel","150","1684900","1584900","1768","GRANDE PANDA LA PRIMA BEV 44KWH 83KW","fiyat_kampanya","95"
"508","Fiat","Scudo Van","Standart L2 Business  1.5 Multijet3 120 HP E6","Dizel","Manuel",,"1537900","1437900","1794","SCUDO VAN STD L2 BUSINESS 1.5 MJET 120 S4","fiyat_exact","100"
"509","Fiat","Scudo Van","Maxi L3 Business 1.5 Multijet3 120 HP E6","Dizel","Manuel",,"1582900","1482900","1770","SCUDO VAN MAXI L3 BUSINESS MJET3 1.5 120","fiyat_exact","100"
"510","Fiat","Scudo Van","Maxi L3 Business 2.2 Multijet4 150 HP E6","Dizel","Manuel",,"1720900","1620900","1773","SCUDO VAN MAXI L3 BUSINESS MJET4 2.2 150","fiyat_exact","100"
"511","Fiat","Scudo Van","Standart L2 Business 2.2 Multijet4 180 HP AT E6.","Dizel","Otomatik",,"1725900","1625900","1795","SCUDO VAN STD L2 BUSINESS 2.2 MJET 180AT S4","fiyat_exact","100"
"512","Fiat","Scudo Van","Maxi L3 Business  2.2 Multijet4 180 HP AT E6.4ebis","Dizel","Otomatik",,"1770900","1670900","1774","SCUDO VAN MAXI L3 BUSINESS MJET4 2.2 180AT","fiyat_exact","100"
"498","Fiat","Topolino","Topolino 6 kW/8 HP - 5.5kWh","Elektrik","Otomatik","6kW","684900","594900",,,"no_match","15"
"499","Fiat","Topolino","Topolino Plus 6 kW/8 HP - 5.5kWh","Elektrik","Otomatik","6kW","709900","619900",,,"no_match","15"
"513","Fiat","Ulysse","Lounge Maxi  2.0 180HP AT8 8+1 2.0 Multijet3","Dizel","Otomatik","180","2359900","2259900","1803","ULYSSE S4 LOUNGE 8+1 2.2 MJET 180 AT8","fiyat_exact","100"
"514","Fiat","Ulysse","Lounge Konfor Paket 2.0 180HP AT8 8+1 2.0 Multijet3","Dizel","Otomatik","180","2504900","2404900","1804","ULYSSE S4 KONFOR 8+1 2.2 MJET 180 AT8","fiyat_exact","100"
"522","Fiat","Yeni Ducato Kamyonet","3250M 2.2 140Hp Kasasız S2","Dizel","Manuel","140","1960900","1910900","1746","DUCATO KAMYONET 3250M 2.2 140 KASASIZ S2","fiyat_exact","100"
"523","Fiat","Yeni Ducato Kamyonet","3850L  2.2 140HP Kasasız S2","Dizel","Manuel","140","1975900","1925900","1747","DUCATO KAMYONET 3850L 2.2 140 KASASIZ S2","fiyat_exact","100"
"524","Fiat","Yeni Ducato Kamyonet","4200XL 2.2 140Hp Kasasız S2","Dizel","Manuel","140","1985900","1935900","1748","DUCATO KAMYONET 4200XL 2.2 140 KASASIZ S2","hp_model","95"
"525","Fiat","Yeni Ducato Kamyonet","3250M 2.2 140HP Kasalı S2","Dizel","Manuel","140","2100900","2050900","1751","DUCATO KAMYONET 3250M 2.2 140 KASALI S2","fiyat_exact","100"
"526","Fiat","Yeni Ducato Kamyonet","4200XL 2.2 180Hp S2 A/T","Dizel","Otomatik","180","2110900","2060900","1750","DUCATO KAMYONET 4200XL 2.2 180 KASASIZ AT S2","fiyat_exact","100"
"527","Fiat","Yeni Ducato Kamyonet","3850L 2.2 140HP Kasalı S2","Dizel","Manuel","140","2126900","2076900","1752","DUCATO KAMYONET 3850L 2.2 140 KASALI S2","fiyat_exact","100"
"528","Fiat","Yeni Ducato Kamyonet","4200XL 2.2 140HP Kasalı S2","Dizel","Manuel","140","2141900","2091900","1753","DUCATO KAMYONET 4200XL 2.2 140 KASALI S2","fiyat_exact","100"
"529","Fiat","Yeni Ducato Kamyonet","2800DC 2.2 140HP Kasalı S2","Dizel","Manuel","140","2173900","2123900","1754","DUCATO KAMYONET 2800DC 2.2 140 KASALI S2","fiyat_exact","100"
"530","Fiat","Yeni Ducato Kamyonet","4200XL 2.2 180Hp A/T Kasalı","Dizel","Otomatik","180","2246900","2196900","1750","DUCATO KAMYONET 4200XL 2.2 180 KASASIZ AT S2","hp_model","87"
"533","Fiat","Yeni Ducato Van","Van Maxi 11,5m³ 2.2 140HP S2","Dizel","Manuel","140","1985900","1910900","1740","DUCATO VAN MAXI 11.5M3 2.2 140 S2","hp_model","103"
"534","Fiat","Yeni Ducato Van","Van Maxi 13m³ 2.2 140HP S2","Dizel","Manuel","140","2000900","1925900","1741","DUCATO VAN MAXI 13M3 2.2 140 S2","fiyat_exact","100"
"535","Fiat","Yeni Ducato Van","Van Maxi 15m³ 2.2 140HP S2","Dizel","Manuel","140","2080900","2005900","1742","DUCATO VAN MAXI 15M3 2.2 140 S2","fiyat_exact","100"
"536","Fiat","Yeni Ducato Van","Van Maxi 17m³   2.2 140HP S2","Dizel","Manuel","140","2095900","2020900","1743","DUCATO VAN MAXI 17M3 2.2 140 S2","fiyat_exact","100"
"537","Fiat","Yeni Ducato Van","Van Maxi 15m³ 2.2 180 HP S2 A/T","Dizel","Otomatik","180","2191900","2116900","1744","DUCATO VAN MAXI 15M3 2.2 180 AT S2","fiyat_exact","100"
"538","Fiat","Yeni Ducato Van","Van Maxi Karavan Paketli 15m³   2.2 180 Hp A/T S2","Dizel","Otomatik","180","2211900","2136900","1745","DUCATO VAN MAXI 15M3 2.2 180 AT KARAVAN S2","fiyat_exact","100"
"603","Ford","E-Tourneo Courier","Titanium Kombi 100KW Otomatik Elektrik","Elektrik","Otomatik","136","2464600","0","2946","TOURNEO COURIER KOMBI BEV 100KW TITANIUM","hp_model","87"
"640","Ford","E-Transit Minibüs","Deluxe Minibüs Minibüs (Uzun Şasi 14+1) 420L 14+1 198KW Otomatik Elektrik","Elektrik","Otomatik","198","4240300","0","1842","TRANSIT350E VAN BEV 198KW  DELUXE AT ELEKTRIK","hp_model","79"
"555","Ford","Focus Sedan","Titanium Stil  1.5L EcoBlue 115PS, 8 İleri Otomatik, Dizel","Dizel","Otomatik","115","2720500","0",,,"no_match","-1"
"556","Ford","Focus Sedan","Titanium X  1.5L EcoBlue 115PS, 8 İleri Otomatik, Dizel","Dizel","Otomatik","115","2859900","0",,,"no_match","-1"
"638","Ford","Journey Courier","Deluxe Kombi, 1.0L EcoBoost 125PS, 6 İleri Manuel, Benzin","Benzin","Manuel","125","2652600","0","1914","TOURNEO COURIER JOURNEY 1.0 P 125 DELUXE","hp_model","39"
"639","Ford","Journey Courier","Titanium Kombi, 1.0L EcoBoost 125PS, 7 İleri Otomatik, Benzin","Benzin","Otomatik","125","3159400","0","1915","TOURNEO COURIER JOURNEY 1.0 P 125AT TITANIUM","hp_model","39"
"552","Ford","Kuga","Titanium 1.5L EcoBoost 186PS, 8 İleri Otomatik, Benzin","Dizel","Otomatik","186","2780900","0","2399","KUGA TITANIUM 1.5 ECOBOOST 186 8AT FL","hp_model","39"
"553","Ford","Kuga","Active X SUV, 1.5L EcoBoost 186PS, 8 İleri Otomatik, Benzin","Dizel","Otomatik","186","3163300","0","2424","KUGA ACTIVE X 1.5 ECOBOOST 186 8AT FL","hp_model","39"
"554","Ford","Kuga","ST-Line X 1.5L EcoBoost 186PS, 8 İleri Otomatik, Benzin","Dizel","Otomatik","186","3455000","0","2401","KUGA ST-LINE X 1.5 ECOBOOST 186 8AT FL","hp_model","39"
"557","Ford","Puma","Titanium  SUV, 1.0L EcoBoost 125PS, 7 İleri Otomatik, Benzin/Hibrit","Benzin","Otomatik","125","2195200","0","2411","PUMA TITANIUM HIBRIT 1.0 ECOBOOST 125 7AT","hp_model","39"
"558","Ford","Puma","ST-Line X SUV, 1.0L EcoBoost 155PS, 7 İleri Otomatik, Benzin/Hibrit","Benzin","Otomatik","155","2564500","0","2412","PUMA ST-LINE X HIBRIT 1.0 ECOBOOST 155 7AT","hp_model","39"
"571","Ford","Puma Gen-E","Premıum SUV, 123KW, Otomatik, Elektrik","Elektrik","Otomatik","0","2158700","0","2416","PUMA GEN-E PREMIUM 123KW AT","fiyat_exact","100"
"659","Ford","Ranger","XLT 4x4, 2.0L Ecoblue 170PS, 6 İleri Manuel, Dizel","Dizel","Manuel","170","3696000","0",,,"no_match","-1"
"660","Ford","Ranger","XLT 4x4 2.0L Ecoblue 170PS 6 İleri Otomatik Dizel","Benzin","Manuel","170","4247700","0",,,"no_match","-1"
"661","Ford","Ranger","Wildtrak 4x4, 2.0L Ecoblue 205PS, 10 İleri Otomatik, Dizel","Dizel","Otomatik","205","4889700","0",,,"no_match","-1"
"662","Ford","Ranger","Wildtrak X 4x4, 2.0L Ecoblue 205PS, 10 İleri Otomatik, Dizel","Dizel","Otomatik","205","5431300","0",,,"no_match","-1"
"663","Ford","Ranger","Wildtrak 4x4, 3.0L Ecoblue 240PS, 10 İleri Otomatik, Dizel","Dizel","Otomatik","240","5715900","0",,,"no_match","-1"
"570","Ford","Tourneo Connect","Titanium 2.0L EcoBlue 122PS 7 İleri Otomatik","Dizel","Otomatik","122","2425300","0","1890","TOURNEO CONNECT KOMBI TITANIUM 2.0 (122) 7AT","hp_model","39"
"542","Ford","Tourneo Courier","Trend 1.0L EcoBoost 100PS 6 İleri Manuel","Benzin","Manuel","100","1395300","0","1916","TOURNEO COURIER 1.5 D 100 TREND","hp_model","39"
"543","Ford","Tourneo Courier","Deluxe 1.0L EcoBoost 125PS 6 İleri Manuel","Benzin","Manuel","125","1505100","0","1914","TOURNEO COURIER JOURNEY 1.0 P 125 DELUXE","hp_model","39"
"544","Ford","Tourneo Courier","Titanium  1.0L EcoBoost 125PS, 6 İleri Manuel, Benzin","Benzin","Manuel","125","1585100","0","1915","TOURNEO COURIER JOURNEY 1.0 P 125AT TITANIUM","hp_model","39"
"545","Ford","Tourneo Courier","Trend 1.5L EcoBlue 100PS 6 İleri Manuel","Dizel","Manuel","100","1595400","0","1916","TOURNEO COURIER 1.5 D 100 TREND","hp_model","39"
"546","Ford","Tourneo Courier","Deluxe 1.0L EcoBoost 125PS 7 İleri Otomatik","Benzin","Otomatik","125","1638300","0","1914","TOURNEO COURIER JOURNEY 1.0 P 125 DELUXE","hp_model","39"
"547","Ford","Tourneo Courier","Titanium 1.0L EcoBoost 125PS 7 İleri Otomatik","Benzin","Otomatik","125","1710000","0","1915","TOURNEO COURIER JOURNEY 1.0 P 125AT TITANIUM","hp_model","39"
"548","Ford","Tourneo Courier","Deluxe 1.5L EcoBlue 100PS 6 İleri Manuel","Dizel","Manuel","100","1719300","0","1914","TOURNEO COURIER JOURNEY 1.0 P 125 DELUXE","hp_model","39"
"549","Ford","Tourneo Courier","Titanium 1.5L EcoBlue 100PS 6 İleri Manuel","Dizel","Manuel","100","1813600","0","1915","TOURNEO COURIER JOURNEY 1.0 P 125AT TITANIUM","hp_model","39"
"550","Ford","Tourneo Courier","Active 1.0L EcoBoost 125PS 7 İleri Otomatik","Benzin","Otomatik","125","1825700","0","1919","TOURNEO COURIER 1.5 D 100 ACTIVE","hp_model","39"
"551","Ford","Tourneo Courier","Active 1.5L EcoBlue Dizel 100PS 6 İleri Manuel","Dizel","Manuel","100","1900200","0",,,"no_match","4"
"563","Ford","Tourneo Custom Minibüs","Deluxe Minibüs (Kısa Şasi, Bagajlı) 2.0L EcoBlue Upgrade 136PS 320S, 8+1, 6 İleri Manuel","Benzin","Manuel","136","2413200","0","2965","TOURNEO CUSTOM 9+1 320L EB 170 DELUXE AT","hp_model","39"
"564","Ford","Tourneo Custom Minibüs","Deluxe Minibüs (Kısa Şasi, Bagajlı) 2.0L EcoBlue Upgrade 136PS 320S 8+1 8 İleri Otomatik","Benzin","Otomatik","136","2557300","0","1905","TRANSIT CUSTOM VAN 320S EB UPG 136 DELUXE AT","hp_model","39"
"565","Ford","Tourneo Custom Minibüs","Titanium Minibüs (Kısa Şasi, Bagajlı), 320S, 8+1, 2.0L EcoBlue Upgrade 170PS, 8 İleri Otomatik, Dizel","Dizel","Otomatik","170","2760900","0",,,"no_match","-1"
"566","Ford","Tourneo Custom Minibüs","Deluxe Minibüs (Uzun Şasi), 320L, 9+1, 2.0L EcoBlue Upgrade 170PS, 8 İleri Otomatik, Dizel","Dizel","Otomatik","170","2834600","0",,,"no_match","4"
"567","Ford","Tourneo Custom Minibüs","Titanium Minibüs (Uzun Şasi, Bagajlı), 320L, 8+1, 2.0L EcoBlue Upgrade 170PS, 8 İleri Otomatik, Dizel","Dizel","Otomatik","170","2870800","0",,,"no_match","-1"
"568","Ford","Tourneo Custom Minibüs","Titanium Plus Minibüs (Uzun Şasi, Bagajlı), 320L, 8+1, 2.0L EcoBlue Upgrade 170PS, 8 İleri Otomatik, Dizel","Dizel","Otomatik","170","3099700","0",,,"no_match","-1"
"569","Ford","Tourneo Custom Minibüs","Titanium Plus Minibüs (Uzun Şasi), 320L, 9+1, 2.0L EcoBlue Upgrade 170PS, 8 İleri Otomatik, Dizel","Dizel","Otomatik","170","3228700","0",,,"no_match","-1"
"630","Ford","Tourneo Custom Minibüs BEV","Titanium Minibüs (Bagajlı) 340L 160KW Otomatik Elektrik","Elektrik","Otomatik","160","3505600","0","2941","E-TOURNEO CUSTOM 340L 160KW TITANIUM","hp_model","52"
"559","Ford","Transit Courier","Trend 1.0L EcoBoost 100PS 2.9m3 6 İleri Manuel","Benzin","Manuel","100","1164700","0","1936","TRANSIT COURIER VAN 1.0 P 100 TREND","hp_model","39"
"560","Ford","Transit Courier","Trend 1.5L EcoBlue 100PS 2.9m3 6 ileri Manuel","Dizel","Manuel","100","1302700","0","1936","TRANSIT COURIER VAN 1.0 P 100 TREND","hp_model","39"
"561","Ford","Transit Courier","Deluxe 1.0L EcoBoost 125PS  7 İleri Otomatik","Benzin","Otomatik","125","1352000","0","1937","TRANSIT COURIER VAN 1.0 P 125 DELUXE AT","hp_model","39"
"562","Ford","Transit Courier","Deluxe 1.5L EcoBlue 100PS 2.9m3 6 İleri Manuel","Dizel","Manuel","100","1422600","0","1883","TRANSIT MCAI 440E 19+1 ECOBLUE 165 DELUXE","hp_model","39"
"593","Ford","Transit Custom Van","Trend 320S 2.0L EcoBlue Upgrade 136PS 6 ileri Manuel Dizel Euro 6.2","Dizel","Manuel","136","1694100","0",,,"no_match","20"
"594","Ford","Transit Custom Van","Trend 320L 2.0L EcoBlue Upgrade 136PS 6 İleri Manuel Dizel Euro 6.2","Dizel","Manuel","136","1761200","0",,,"no_match","20"
"595","Ford","Transit Custom Van","Delux 320L 2.0L EcoBlue Upgrade 150PS 6 İleri Manuel Dizel Euro 6.2","Dizel","Manuel","150","1900900","0",,,"no_match","12"
"596","Ford","Transit Custom Van","Delux 320S 2.0L EcoBlue Upgrade 136PS 8 İleri Otomatik Dizel Euro 6.2","Dizel","Otomatik","170","1929100","0",,,"no_match","12"
"597","Ford","Transit Custom Van","Delux 320S, 1+1 2.0L EcoBlue Upgrade 170PS, 8 İleri Otomatik, Dizel","Dizel","Otomatik","170","1937100","0",,,"no_match","4"
"599","Ford","Transit Custom Van","Trend Kombi Van, 320S, 2.0L EcoBlue Upgrade 136PS, 8 İleri Otomatik, Dizel","Dizel","Otomatik","170","2065600","0",,,"no_match","20"
"600","Ford","Transit Custom Van","Delux Kombi Van, 320S, 2.0L EcoBlue Upgrade 150PS, 6 İleri Manuel, Dizel","Dizel","Manuel","150","2111600","0",,,"no_match","12"
"601","Ford","Transit Custom Van","Delux Kombi, 320S, 2.0L EcoBlue Upgrade 150PS, 6 İleri Manuel, Dizel","Dizel","Manuel","150","2155100","0",,,"no_match","4"
"598","Ford","Transit Custom Van","Delux Van, 320L, 2.0L EcoBlue Upgrade 170PS, 8 İleri Otomatik, Dizel","Dizel","Otomatik","170","2220500","0",,,"no_match","4"
"602","Ford","Transit Custom Van","Delux 320L Kombi 2.0L EcoBlue Upgrade 170PS 8 İleri Otomatik Dizel Euro 6.2","Dizel","Otomatik","170","2272000","0",,,"no_match","20"
"540","Ford","Transit Custom Van BEV","Deluxe Van 320S 160KW Otomatik Elektrik","Elektrik","Otomatik","160","2586100","0","2933","E-TRANSIT CUSTOM VAN 320S 160KW DELUXE","hp_model","68"
"541","Ford","Transit Custom Van BEV","Titanium Van 320S 160KW Otomatik Elektrik","Elektrik","Otomatik","160","2727600","0","2934","E-TRANSIT CUSTOM VAN 320S 160KW TITANIUM","hp_model","68"
"632","Ford","Yeni E-Transit Kamyonet","Deluxe Tek Kabin (Uzun Şasi, Kasasız), 350L, 198KW, Otomatik, Elektrik","Elektrik","Otomatik","198 kW","3436800","0","1842","TRANSIT350E VAN BEV 198KW  DELUXE AT ELEKTRIK","hp_model","71"
"633","Ford","Yeni E-Transit Kamyonet","Trend Tek Kabin (Uzun Şasi, Kasalı), 350L, 198KW, Otomatik, Elektrik","Elektrik","Otomatik","198 kW","3506200","0","1899","TRANSIT 350E TEK KABIN BEV 198KW TREND","hp_model","79"
"634","Ford","Yeni E-Transit Kamyonet","Deluxe Tek Kabin (Uzun Şasi, Kasalı), 350L, 198KW, Otomatik, Elektrik","Elektrik","Otomatik","198 kW","3611200","0","1842","TRANSIT350E VAN BEV 198KW  DELUXE AT ELEKTRIK","hp_model","71"
"635","Ford","Yeni E-Transit Kamyonet","Deluxe Tek Kabin (Jumbo Şasi, Kasasız), 350E, 198KW, Otomatik, Elektrik","Elektrik","Otomatik","198 kW","3848300","0","1842","TRANSIT350E VAN BEV 198KW  DELUXE AT ELEKTRIK","hp_model","71"
"636","Ford","Yeni E-Transit Kamyonet","Trend Tek Kabin (Jumbo Şasi, Kasalı), 350E, 198KW, Otomatik, Elektrik","Elektrik","Otomatik","198 kW","3926100","0","1899","TRANSIT 350E TEK KABIN BEV 198KW TREND","hp_model","79"
"637","Ford","Yeni E-Transit Kamyonet","Deluxe Tek Kabin (Jumbo Şasi, Kasalı), 350E, 198KW, Otomatik, Elektrik","Elektrik","Otomatik","198 kW","4043700","0","1842","TRANSIT350E VAN BEV 198KW  DELUXE AT ELEKTRIK","hp_model","71"
"641","Ford","Yeni E-Transit Van","Trend Van (Orta Şasi) 350M, 9.5m3 135KW","Elektrik","Otomatik","135 kW","3231800","0","1884","TRANSIT 350M VAN BEV 135KW TREND AT","hp_model","52"
"642","Ford","Yeni E-Transit Van","Trend Van (Uzun Şasi) 350L, 11m3 135KW","Elektrik","Otomatik","135 kW","3360800","0","1884","TRANSIT 350M VAN BEV 135KW TREND AT","hp_model","52"
"643","Ford","Yeni E-Transit Van","Trend  (Uzun Şasi, Yüksek Tavan)  Van  350L, 12.4m3, 135KW","Elektrik","Otomatik","135 kW","3393100","0","1884","TRANSIT 350M VAN BEV 135KW TREND AT","hp_model","52"
"644","Ford","Yeni E-Transit Van","Trend Van (Uzun Şasi) 350L, 11m3 198KW","Elektrik","Otomatik","198kW","3427900","0","2951","E-TRANSIT MINIBUS 420L 198KW DELUXE","hp_model","71"
"645","Ford","Yeni E-Transit Van","Deluxe Van (Uzun Şasi) , 350L, 11m3, 198KW, Otomatik, Elektrik","Elektrik","Otomatik","0","3530500","0","1842","TRANSIT350E VAN BEV 198KW  DELUXE AT ELEKTRIK","hp_model","87"
"646","Ford","Yeni E-Transit Van","Delux Van (Orta Şasi) 390M 198KW","Elektrik","Otomatik","198 kW","3558100","0","2951","E-TRANSIT MINIBUS 420L 198KW DELUXE","hp_model","71"
"647","Ford","Yeni E-Transit Van","Trend Van (Jumbo Şasi) 15.1m3, 135KW, Otomatik, Elektrik","Elektrik","Otomatik","0","3763200","0","1884","TRANSIT 350M VAN BEV 135KW TREND AT","hp_model","79"
"648","Ford","Yeni E-Transit Van","Deluxe Van (Jumbo Şasi) 350E, 15.1m3 198KW","Elektrik","Otomatik","198 kW","3953200","0","2951","E-TRANSIT MINIBUS 420L 198KW DELUXE","hp_model","79"
"649","Ford","Yeni E-Transit Van","Deluxe Van (Jumbo Şasi) 420E, 15.1m3 198KW","Elektrik","Otomatik","198 kW","4111100","0","2951","E-TRANSIT MINIBUS 420L 198KW DELUXE","hp_model","79"
"631","Ford","Yeni Journey Courier BEV","Titanium Kombi, 100KW, Otomatik, Elektrik","Elektrik","Otomatik","100","3131800","0","2946","TOURNEO COURIER KOMBI BEV 100KW TITANIUM","hp_model","79"
"572","Ford","Yeni Transit Kamyonet","Trend Tek Kabin (Orta Şasi, Kasasız), 350MF, 2.0L EcoBlue Upgrade 165PS, 6 İleri Manuel, Dizel","Dizel","Manuel","165","1660200","0",,,"no_match","12"
"573","Ford","Yeni Transit Kamyonet","Trend Tek Kabin (Uzun Şasi, Kasasız), 350LF, 2.0L EcoBlue Upgrade 165PS, 6 İleri Manuel, Dizel","Dizel","Manuel","165","1751400","0",,,"no_match","12"
"574","Ford","Yeni Transit Kamyonet","Trend Tek Kabin (Orta Şasi, Kasalı), 350MF, 2.0L EcoBlue Upgrade 165PS, 6 İleri Manuel, Dizel","Dizel","Manuel","165","1863000","0",,,"no_match","12"
"575","Ford","Yeni Transit Kamyonet","Trend Tek Kabin (Orta Şasi, Kasasız), 350M, 2.0L EcoBlue Upgrade 165PS, 6 İleri Manuel, Dizel","Dizel","Manuel","165","1934400","0",,,"no_match","12"
"576","Ford","Yeni Transit Kamyonet","Trend Tek Kabin (Uzun Şasi, Kasalı), 350LF, 2.0L EcoBlue Upgrade 165PS, 6 İleri Manuel, Dizel","Dizel","Manuel","165","1952200","0",,,"no_match","12"
"577","Ford","Yeni Transit Kamyonet","Trend Tek Kabin (Uzun Şasi, Kasasız), 350L, 2.0L EcoBlue Upgrade 165PS, 6 İleri Manuel, Dizel","Dizel","Manuel","165","2074200","0",,,"no_match","12"
"578","Ford","Yeni Transit Kamyonet","Trend Tek Kabin (Orta Şasi, Kasalı), 350M, 2.0L EcoBlue Upgrade 165PS, 6 İleri Manuel, Dizel","Dizel","Manuel","165","2144900","0",,,"no_match","12"
"579","Ford","Yeni Transit Kamyonet","Trend Tek Kabin (Uzun Şasi, Kasalı), 350L, 2.0L EcoBlue Upgrade 165PS, 6 İleri Manuel, Dizel","Dizel","Manuel","165","2284700","0",,,"no_match","12"
"580","Ford","Yeni Transit Kamyonet","Trend Tek Kabin (Jumbo Şasi), 350E, 2.0L EcoBlue Upgrade 165PS, 6 İleri Manuel, Dizel","Dizel","Manuel","165","2320800","0",,,"no_match","12"
"581","Ford","Yeni Transit Kamyonet","Trend Tek Kabin (Uzun Şasi, Kasasız), 350L, 2.0L EcoBlue Upgrade 165PS, 10 İleri Otomatik, Dizel","Dizel","Otomatik","165","2336000","0",,,"no_match","12"
"582","Ford","Yeni Transit Kamyonet","Trend Tek Kabin (Jumbo Şasi), 350ED, 2.0L EcoBlue Upgrade 165PS, 6 İleri Manuel, Dizel","Dizel","Manuel","165","2388500","0",,,"no_match","12"
"583","Ford","Yeni Transit Kamyonet","Trend Çift Kabin (Uzun Şasi, Kasalı), 350L, 2.0L EcoBlue Upgrade 165PS, 6 İleri Manuel, Dizel","Dizel","Manuel","165","2513900","0",,,"no_match","4"
"584","Ford","Yeni Transit Kamyonet","Trend Tek Kabin (Uzun Şasi, Kasalı), 350L, 2.0L EcoBlue Upgrade 165PS, 10 İleri Otomatik, Dizel","Dizel","Otomatik","165","2546600","0",,,"no_match","12"
"585","Ford","Yeni Transit Kamyonet","Trend Tek Kabin (Jumbo Şasi), 350ED, 2.0L EcoBlue Upgrade 165PS, 10 İleri Otomatik, Dizel","Dizel","Otomatik","165","2662200","0",,,"no_match","12"
"586","Ford","Yeni Transit Kamyonet","Trend Çift Kabin (Uzun Şasi, Kasasız), 350L, 2.0L EcoBlue Upgrade 165PS, 6 İleri Manuel, Dizel","Dizel","Manuel","165","2666400","0",,,"no_match","4"
"587","Ford","Yeni Transit Kamyonet","Trend Tek Kabin (Jumbo Şasi), 350ED, Box Van, 2.0L EcoBlue Upgrade 165PS, 6 İleri Manuel, Dizel","Dizel","Manuel","165","2718800","0",,,"no_match","12"
"588","Ford","Yeni Transit Kamyonet","Trend Çift Kabin (Jumbo Şasi, Kasasız), 350ED, 2.0L EcoBlue Upgrade 165PS, 6 İleri Manuel, Dizel","Dizel","Manuel","165","2738100","0",,,"no_match","4"
"589","Ford","Yeni Transit Kamyonet","Trend Tek Kabin (Jumbo Şasi), 350ED, Luton Box Van, 2.0L EcoBlue Upgrade 165PS, 6 İleri Manuel, Dizel","Dizel","Manuel","165","2750200","0",,,"no_match","12"
"590","Ford","Yeni Transit Kamyonet","Trend Çift Kabin (Jumbo Şasi, Kasasız), 350E, 2.0L EcoBlue Upgrade 165PS, 6 İleri Manuel, Dizel","Dizel","Manuel","165","2768100","0",,,"no_match","4"
"591","Ford","Yeni Transit Kamyonet","Trend Tek Kabin (Ambulans, Jumbo Şasi), 425ED, 2.0L EcoBlue Upgrade 165PS, 6 İleri Manuel, Dizel","Dizel","Manuel","165","2853800","0",,,"no_match","12"
"592","Ford","Yeni Transit Kamyonet","Trend Tek Kabin (Jumbo Şasi), 500ED, 2.0L EcoBlue Upgrade 165PS, 10 İleri Otomatik, Dizel","Dizel","Otomatik","165","2906000","0",,,"no_match","12"
