"sifir_id","marka_adi","model_adi","versiyon","yakit","vites","guc_hp","liste_fiyati","kampanya_fiyati","tsb_tip_kodu","tsb_tip_adi","eslestirme","skor"
"347","Audi","S5 Sedan","S tronic TFSI 270 kW S tronic","Mild Hibrit","Otomatik","362","14875142","0","1652","S5 SEDAN 3.0 TFSI QUATTRO 367 STRONIC","fiyat_exact","100"
"317","Audi","S8","Quattro 4.0 Turbo FSI 571 hp Tiptronic PI","Benzin","Otomatik","571","28383974","0","1566","S8 4.0 TFSI QUATTRO 571 TIPTRONIC PI","fiyat_exact","100"
"349","Audi","Yeni A6 Avant","Base TDI quattro 150 kW","Dizel","Otomatik",,"10744630","0","1646","A6 AVANT 2.0 TDI QUATTRO 204 STRONIC","fiyat_exact","100"
"350","Audi","Yeni A6 Avant","Base TFSI 200 kW quattro","Benzin","Otomatik","268","10993722","0","1666","A6 AVANT 2.0 TFSI 200KW QUATTRO","fiyat_exact","100"
"316","Audi","Yeni Q3","S-tronic TFSI 110 kW","Benzin","Otomatik","150","5170676","0","1662","Q3 TFSI 1.5 150 S TRONIC","fiyat_exact","100"
"357","BMW","1 Serisi","Sport Line 120 Mild Hybrid - Benzin","Mild Hibrit","Otomatik","170","3724500","0","2020","120 1.5 170 SPORT LINE","fiyat_exact","100"
"356","BMW","1 Serisi","M Sport  BMW 120 Mild Hybrid - Benzin","Mild Hibrit","Otomatik","170","4283100","0","2012","120 1.5 170 M SPORT","fiyat_exact","100"
"369","BMW","2 Serisi Active Tourer","Luxury Line 220i Mild Hybrid - Benzin","Benzin","Otomatik","170","4379500","0","1911","220i ACTIVE TOURER 1.5 170 LUXURY LINE","fiyat_exact","100"
"370","BMW","2 Serisi Active Tourer","M Sport 220i Mild Hybrid - Benzin","Benzin","Otomatik","170","4613200","0","1912","220i ACTIVE TOURER 1.5 170 M SPORT","fiyat_exact","100"
"371","BMW","2 Serisi Active Tourer","Luxury Line 230e xDrive","Mild Hibrit","Otomatik","326","5031800","0","2033","230e ACTIVE TOURER XDRIVE LUXURY LINE","fiyat_exact","100"
"372","BMW","2 Serisi Active Tourer","M Sport 230e xDrive","Mild Hibrit","Otomatik","326","5371800","0","2021","230e ACTIVE TOURER XDRIVE M SPORT","fiyat_exact","100"
"393","BMW","2 Serisi Gran Coupe","Sport Line Otomatik Mild Hybrid - Benzin 170hp","Benzin","Otomatik","170","4152800","0","2034","220 GRAN COUPE 1.5 170 SPORT LINE","fiyat_exact","100"
"394","BMW","2 Serisi Gran Coupe","M Sport Otomatik Mild Hybrid - Benzin 170hp","Benzin","Otomatik","170","4427800","0","2035","220 GRAN COUPE 1.5 170 M SPORT","fiyat_exact","100"
"378","BMW","3 Serisi Sedan","Sport Line 320i 1.6 170 BG Otomatik","Benzin","Otomatik","170","5529000","0","1832","320i SEDAN 1.6 170 SPORT LINE","fiyat_exact","100"
"379","BMW","3 Serisi Sedan","M Sport 320i 1.6 170 BG Otomatik","Benzin","Otomatik","170","5990700","0","1834","320i SEDAN 1.6 170 M SPORT","fiyat_exact","100"
"397","BMW","4 Serisi Cabrio","M Sport 430i xDrive 2.0 245BG","Benzin","Otomatik","245","10004800","0","1974","430i XDRIVE CABRIO 2.0 245 M SPORT","fiyat_exact","100"
"412","BMW","4 Serisi Coupe","M Sport 420i 1.6 170 BG Otomatik","Benzin","Otomatik","170","6905900","0","1877","420i COUPE 1.6 170 M SPORT","fiyat_exact","100"
"413","BMW","4 Serisi Coupe","Edition M Sport 420i 1.6 170 BG Otomatik","Benzin","Otomatik","170","7712500","0","1829","420i COUPE 1.6 170 EDITION M SPORT","fiyat_exact","100"
"395","BMW","4 Serisi Gran Coupe","M Sport 420i 1.6 170 BG Otomatik","Benzin","Otomatik","170","6586700","0","2024","420i GRAN COUPE 1.6 170 M SPORT FL","fiyat_exact","100"
"396","BMW","4 Serisi Gran Coupe","Edition M Sport 420i 1.6 170 BG Otomatik","Benzin","Otomatik","170","7396900","0","2025","420i GRAN COUPE 1.6 170 EDITION M SPORT FL","fiyat_exact","100"
"361","BMW","5 Serisi Sedan","M Sport BMW 520i Sedan","Benzin","Otomatik","190","8479100","0","2010","520i SEDAN 1.6 (190) M SPORT","fiyat_exact","100"
"362","BMW","5 Serisi Sedan","Edition M Sport BMW 520i Sedan","Benzin","Otomatik","190","9023100","0","2052","520i SEDAN 1.6 (190) EDITION M SPORT","fiyat_exact","100"
"363","BMW","5 Serisi Sedan","M Sport 520d xDrive Mild Hybrid-Dizel 197 BG","Mild Hibrit","Otomatik","197","11254800","0","1984","520d XDRIVE SEDAN (197) M SPORT","fiyat_exact","100"
"364","BMW","5 Serisi Sedan","Edition M Sport BMW 520d xDrive Sedan","Mild Hibrit","Otomatik","197","12387400","0","2056","520d XDRIVE SEDAN (197) EDITION M SPORT","fiyat_exact","100"
"365","BMW","7 Serisi","Pure Excellence 740d xDrive Mild Hybrid - Dizel 300 BG","Mild Hibrit","Otomatik","300","20818200","0","1951","740d XDRIVE 3.0 (300) PURE EXCELLENCE","fiyat_exact","100"
"366","BMW","7 Serisi","M Excellence 740d xDrive Mild Hybrid - Dizel 300 BG","Mild Hibrit","Otomatik","300","21870500","0","1952","740d XDRIVE 3.0 (300) M EXCELLENCE","fiyat_exact","100"
"389","BMW","İ4","Sport Line   BMW i4 eDrive40","Elektrik","Otomatik","205","5430800","0","2050","i4 EDRIVE40 SPORT LINE (160KW)","fiyat_exact","100"
"390","BMW","İ4","M Sport BMW i4 eDrive40","Elektrik","Otomatik","205","6032400","0","1987","i4 EDRIVE40 M SPORT (160KW)","fiyat_exact","100"
"391","BMW","İ4","Edition M Sport   BMW i4 eDrive40","Elektrik","Otomatik","205","6643800","0","1990","i4 EDRIVE40 EDITION M SPORT (160KW)","fiyat_exact","100"
"403","BMW","İ5","M Sport  i5 eDrive40","Elektrik","Otomatik",,"7168200","0","1986","i5 EDRIVE40 M SPORT (160KW)","fiyat_exact","100"
"404","BMW","İ5","Edition M Sport BMW i5 eDrive40","Elektrik","Otomatik","0","7614200","0","2057","i5 EDRIVE40 EDITION M SPORT (160KW)","fiyat_exact","100"
"405","BMW","İ5","M Sport  i5 xDrive40","Elektrik","Manuel",,"7997000","0","2008","i5 XDRIVE40 M SPORT (290 KW)","fiyat_exact","100"
"406","BMW","İ5","M Sport BMW i5 xDrive40 Touring","Elektrik","Otomatik","0","8159300","0","2040","i5 XDRIVE40 TOURING M SPORT (290KW)","fiyat_exact","100"
"407","BMW","İ5","Edition M Sport BMW i5 xDrive40","Elektrik","Otomatik","0","8412700","0","2058","i5 XDRIVE40 EDITION M SPORT (290 KW)","fiyat_exact","100"
"408","BMW","İ5","Edition M Sport BMW i5 xDrive40 Touring","Elektrik","Otomatik","0","8575300","0","2059","i5 XDRIVE40 TOURING EDITION M SPORT (290KW)","fiyat_exact","100"
"409","BMW","İ5","M M60 81.2 kWh (601 bg) xDrive","Elektrik","Otomatik","253 kW","9840100","0","1985","i5 M60 xDRIVE","fiyat_exact","100"
"410","BMW","İ5","M BMW i5 M60 xDrive Touring","Elektrik","Otomatik","442 kW","9929500","0","2015","i5 M60 XDRIVE TOURING M","fiyat_exact","100"
"358","BMW","İ7","Pure Excellence xDrive60 elektrik 544 BG","Elektrik","Otomatik","400 kW","14188000","0","1948","i7 XDRIVE60 PURE EXCELLENCE","fiyat_exact","100"
"359","BMW","İ7","M Excellence xDrive60 elektrik 544 BG","Elektrik","Otomatik","400 kW","14709200","0","1949","i7 XDRIVE60 M EXCELLENCE","fiyat_exact","100"
"360","BMW","İ7","M Sport  i7 M70 xDrive","Dizel","Otomatik","660","15799000","0","2004","i7 M70 XDRIVE","fiyat_exact","100"
"367","BMW","İX","M Sport xDrive60","Elektrik","Otomatik","0","10343600","0","2036","iX XDRIVE60 M SPORT","fiyat_exact","100"
"368","BMW","İX","M M70 xDrive","Elektrik","Otomatik","0","11095800","0","2037","iX M70 M","fiyat_exact","100"
"383","BMW","İX1","Sport Line e20 Elektrik 150 kW","Elektrik","Otomatik","150","4064300","0","2026","iX1 EDRIVE20 SPORT LINE","fiyat_exact","100"
"384","BMW","İX1","X-Line eDrive20 Elektrik 150 kW","Elektrik","Otomatik","150","4278000","0","1996","iX1 EDRIVE20 X-LINE","fiyat_exact","100"
"385","BMW","İX1","M Sport eDrive20 Elektrik 150 kW","Elektrik","Otomatik","150","4438300","0","1997","iX1 EDRIVE20 M SPORT","fiyat_exact","100"
"399","BMW","İX2","M Sport BMW iX2 eDrive20","Elektrik","Otomatik","0","4498600","0","2005","iX2 EDRIVE20 M SPORT","fiyat_exact","100"
"416","BMW","İX3","M Sport 50 xDrive","Elektrik","Otomatik","160","6538400","0","2064","iX3 xDRIVE50 M SPORT","fiyat_exact","100"
"402","BMW","M2 Coupe","M 480bg Otomatik Benzin","Benzin","Otomatik","480","14622000","0","2029","M2 COUPE 3.0 (480)","fiyat_exact","100"
"386","BMW","M3 Sedan","Competition 3.0 Benzin 510 BG Otomatik","Benzin","Otomatik","510","18443500","0","2030","M3 SEDAN COMPETITION M XDRIVE 3.0 (530)","fiyat_exact","100"
"401","BMW","M3 Touring","M  M340d xDrive Touring","Dizel","Otomatik","530","18727900","0","2031","M3 TOURING M XDRIVE 3.0 (530)","fiyat_exact","100"
"411","BMW","M4 Cabrio","Competition M xDrive 3.0 Otomatik Benzin 530 BG","Benzin","Otomatik","530","19536100","0","2016","M4 CABRIO COMPETITION M XDRIVE 3.0 530","fiyat_exact","100"
"400","BMW","M4 Coupe","Competition BMW M4 Comp. Coupé M xDrive M","Benzin","Otomatik","530","19158700","0","2017","M4 COUPE COMPETITION M XDRIVE 3.0 530","fiyat_exact","100"
"392","BMW","M5","Competition  M5 xDrive Sedan","Benzin","Otomatik","625","24233800","0","2023","M5 XDRIVE SEDAN 4.4","fiyat_exact","100"
"398","BMW","M5 Touring","M 530 kW (727 bg)","Benzin","Otomatik","585","24573500","0","2041","M5 TOURING 4.4 (727)","fiyat_exact","100"
"373","BMW","X1","X-Line sDrive20i","Benzin","Otomatik","170","4753800","0","1954","X1 SDRIVE20i 1.5 170 X-LINE","fiyat_exact","100"
"374","BMW","X1","M Sport sDrive20i","Benzin","Otomatik","170","5015400","0","1955","X1 SDRIVE20i 1.5 170 M SPORT","fiyat_exact","100"
"375","BMW","X1","X-Line xDrive25e Plug-in Hybrid - Benzin","Benzin","Otomatik","245","5469400","0","2027","X1 XDRIVE25e 1.5 245 X-LINE","fiyat_exact","100"
"376","BMW","X1","M Sport  xDrive25e Plug-in Hybrid - Benzin","Benzin","Otomatik","245","5739800","0","2032","X1 XDRIVE25e 1.5 245 M SPORT","fiyat_exact","100"
"377","BMW","X1","M M35i xDrive","Benzin","Otomatik","300","8299700","0","1999","X1 M35i XDRIVE","fiyat_exact","100"
"387","BMW","X2","M Sport sDrive20i Mild Hybrid - Benzin  170 hp","Mild Hibrit","Otomatik","170","5544400","0","1998","X2 SDRIVE20i 1.5 170 M SPORT","fiyat_exact","100"
"388","BMW","X2","M  M35i xDrive","Benzin","Otomatik","300","8379900","0","2006","X2 M35i XDRIVE","fiyat_exact","100"
"380","BMW","X3","X-Line 20 Otomatik Mild Hyibrid-Benzin","Benzin","Otomatik","190","6853400","0","2045","X3 20 1.6 190 X-LINE","fiyat_exact","100"
"381","BMW","X3","M Sport 20 Otomatik Mild Hyibrid-Benzin","Benzin","Otomatik","190","7316600","0","2046","X3 20 1.6 190 M SPORT","fiyat_exact","100"
"415","BMW","X5","M Sport   xDrive40d","Mild Hibrit","Otomatik","381","17751100","0","2063","X5 xDRIVE40d 3.0 (340) M SPORT","fiyat_exact","100"
"414","BMW","X6","M Sport   xDrive40d","Mild Hibrit","Otomatik","352","17790400","0","2067","X6 XDRIVE40d 3.0 (352) M SPORT","hp_model","39"
"417","BMW","X7","M Excellence xDrive40d Mild Hybrid-Dizel 340 BG","Mild Hibrit","Otomatik","340","22405500","0","1953","X7 XDRIVE40d 3.0 (340) M EXCELLENCE","fiyat_exact","100"
"382","BMW","Z4","M Sport sDrive30i 2.0 258 BG Otomatik","Benzin","Otomatik","258","8470700","0","1993","Z4 SDRIVE30i 2.0 258 M SPORT FL","fiyat_exact","100"
"420","Byd","Han","Executıve 380 kW","Elektrik","Otomatik","380","4873000","4573000","1007","HAN 380KW","fiyat_exact","100"
"418","Byd","Seal AWD","Excellence AWD	 389 kW","Elektrik","Otomatik","389","4077000","0","1006","SEAL 390KW","fiyat_exact","100"
"419","Byd","Sealion 7","Excellence 390kW AWD","Elektrik","Otomatik","390","4190000","0","1013","SEALION 7 390KW EXCELLENCE","fiyat_exact","100"
"421","Byd","Tang","Flagship 108,8 kWh","Elektrik","Otomatik","517","5418000","0","1008","TANG 380KW","fiyat_exact","100"
"422","Chery","Yeni Tiggo 7","Prestige 4x2 1.6 TGDI 145hp 7DCT","Benzin","Otomatik","145","2370000","2235000",,,"no_tsb_brand","0"
"423","Chery","Yeni Tiggo 7","Prestige 4x4 1.6 TGDI 145hp 7DCT","Benzin","Otomatik","145","2580000","2391000",,,"no_tsb_brand","0"
"424","Chery","Yeni Tiggo 8","Prestige 1.6 TGDI 145hp 7DCT","Benzin","Otomatik","145","2800000","0",,,"no_tsb_brand","0"
"427","Citroen","Ami","electric 6 kW Elektrik Motor","Elektrik","Otomatik","0","585000","555000",,,"no_match","-1"
"428","Citroen","Ami","Dark Side 6 kW Elektrik Motor","Elektrik","Otomatik","0","600000","570000",,,"no_match","-1"
"439","Citroen","Berlingo","Plus 1.5 BlueHDi 130 HP  6 İleri Manuel","Dizel","Manuel","130","1815000","1705000","1353","BERLINGO PLUS 1.5 BLUEHDI 130","hp_model","95"
"438","Citroen","Berlingo","Plus 1.5 BlueHDi 130 HP - EAT8","Dizel","Otomatik","130","1920000","0","1354","BERLINGO PLUS 1.5 BLUEHDI 130 EAT8","hp_model","103"
"440","Citroen","Berlingo","Max 1.5 BlueHDi 130 HP - EAT8","Dizel","Otomatik","130","1982000","1935000","1355","BERLINGO MAX 1.5 BLUEHDI 130 EAT8","hp_model","103"
"455","Citroen","Berlingo Van","Van 1.5 BlueHDi 130 HP - 6 İleri Manuel","Dizel","Manuel","130","1411000","1249000","1306","BERLINGO VAN 1.5 BLUEHDI 130 EAT8","hp_model","103"
"454","Citroen","Berlingo Van","Van 1.5 BlueHDi 130 HP - EAT8","Dizel","Otomatik","130","1490000","0","1306","BERLINGO VAN 1.5 BLUEHDI 130 EAT8","hp_model","111"
"431","Citroen","C3 Aircross","Plus  1.2 Hybrid 145* - eDCS6","Mild Hibrit","Otomatik","145","2155000","0","1363","C3 AIRCROSS PLUS 1.2 HYBRID 145 eDCS6","hp_model","103"
"432","Citroen","C3 Aircross","Max  1.2 Hybrid 145* - eDCS6","Mild Hibrit","Otomatik","145","2260000","2160000","1364","C3 AIRCROSS MAX 1.2 HYBRID 145 eDCS6","hp_model","103"
"433","Citroen","C3 Aircross","Max-7 Koltuk  1.2 Hybrid 145* - eDCS6","Mild Hibrit","Otomatik","145","2370000","2270000","1363","C3 AIRCROSS PLUS 1.2 HYBRID 145 eDCS6","hp_model","95"
"436","Citroen","C4","You 1.2 Hybrid 145 eDCS6","Mild Hibrit","Otomatik","145","2060000","0","1384","C4 X YOU 1.2 MHEV 145 eDCS6","hp_model","95"
"437","Citroen","C4","Max 1.2 Hybrid 145 eDCS6","Mild Hibrit","Otomatik","145","2170000","1890000","1364","C3 AIRCROSS MAX 1.2 HYBRID 145 eDCS6","hp_model","95"
"434","Citroen","C4 X","You 1.2 Hybrid 145* eDCS6","Benzin","Otomatik","130","2060000","0","1384","C4 X YOU 1.2 MHEV 145 eDCS6","hp_model","87"
"435","Citroen","C4 X","Max 1.2 Hybrid 145* eDCS6","Benzin","Otomatik","130","2170000","1890000","1364","C3 AIRCROSS MAX 1.2 HYBRID 145 eDCS6","hp_model","87"
"430","Citroen","C5 Aircross Hybrid","Plus 1.2 Hybrid 145 eDCS6","Benzin","Otomatik","145","2650000","2375000","1370","C5 AIRCROSS PLUS 1.2 145 eDCS6","fiyat_exact","100"
"429","Citroen","C5 Aircross Hybrid","Max 1.2 Hybrid 145 eDCS6","Benzin","Otomatik","145","2900000","0","1371","C5 AIRCROSS MAX 1.2 145 eDCS6","fiyat_exact","100"
"425","Citroen","e-C3","Plus 83 kW Elektrikli Motor","Elektrik","Otomatik","83","1545000","1420000","1361","E-C3 PLUS 83KW","hp_model","36"
"426","Citroen","e-C3","Max 83 kW Elektrikli Motor","Elektrik","Otomatik","83","1610000","1470000","1362","E-C3 MAX 83KW","hp_model","36"
"441","Citroen","e-C3 Aircross","Max 83 kW Elektrikli Motor Standart Menzil","Elektrik","Otomatik","83","1760000","0","1369","E-C3 AIRCROSS MAX 83KW UZUN MENZIL","hp_model","52"
"442","Citroen","e-C3 Aircross","Max 83 kW Elektrikli Motor Uzun Menzil","Elektrik","Otomatik","83","1900000","0","1369","E-C3 AIRCROSS MAX 83KW UZUN MENZIL","hp_model","60"
"453","Citroen","e-C4","Max 115 kW Elektrikli Motor","Elektrik","Otomatik","115","2295000","2100000","1360","E-C4 MAX 115 KW","fiyat_exact","100"
"444","Citroen","e-C4 X","Max 115 kW Elektrikli Motor","Elektrik","Otomatik","115","2255000","2100000","1349","E-C4 X MAX 115 KW","fiyat_exact","100"
"443","Citroen","ë-C5 Aircross","Plus 157 kW Elektrikli Motor","Elektrik","Otomatik","157","2430000","0","1372","E-C5 AIRCROSS PLUS 157 KW","fiyat_exact","100"
"445","Citroen","Jumper","15m3 3.5T 2.2 BlueHDi 180 HP - 6 İleri Manuel","Dizel","Manuel","180","1874000","1700000","1342","JUMPER VAN 15M3 3.5T 2.2 BLUEHDI 180 FL","fiyat_exact","100"
"446","Citroen","Jumper","15m3 3.5T 2.2 BlueHDi 180 HP - EAT8","Dizel","Manuel","180","1996000","1800000","1343","JUMPER VAN 15M3 3.5T 2.2 BLUEHDI 180 EAT8 FL","fiyat_exact","100"
"447","Citroen","Jumper","15m3 4.2T 2.2 BlueHDi 140 HP - 6 İleri Manuel","Dizel","Manuel","140","1998000","1810000","1344","JUMPER VAN 15M3 4.2T 2.2 BLUEHDI 140 FL","hp_model","103"
"448","Citroen","Jumpy Panelvan","L2 Standart 1.5 BlueHDi 120 HP - 6 İleri Manuel","Dizel","Manuel","120","1506000","1450000","1374","JUMPY PANELVAN L2 STANDART 1.5 B.HDI 120 6MT","fiyat_exact","100"
"449","Citroen","Jumpy Panelvan","Uzun (L3) 1.5 BlueHDi 120 HP - 6 İleri Manuel","Dizel","Manuel","120","1597000","1500000","1378","JUMPY PANELVAN L3 UZUN 1.5 120 6MT","fiyat_exact","100"
"451","Citroen","Jumpy Panelvan","L2 Standart 2.2 BlueHDi 180 HP - EAT8","Dizel","Otomatik","180","1628000","1585000","1376","JUMPY PANELVAN L2 STANDART 2.2 180 EAT8","fiyat_exact","100"
"450","Citroen","Jumpy Panelvan","Uzun (L3) 2.2 BlueHDi 150 HP - MT6","Dizel","Manuel","150","1670000","1570000","1381","JUMPY PANELVAN L3 UZUN 2.2 150 6MT","fiyat_exact","100"
"452","Citroen","Jumpy Panelvan","Uzun (L3) 2.2 BlueHDi 180 HP - EAT8","Dizel","Otomatik","180","1764000","1690000","1377","JUMPY PANELVAN L3 UZUN 2.2 180 EAT8","fiyat_exact","100"
"456","Citroen","Spacetourer","SPACETOURER 2.2 BlueHDi 180 HP - EAT8","Dizel","Otomatik","180","2635000","2400000","1382","SPACETOURER BUSINESS 2.2 180 EAT8 FL","fiyat_exact","100"
"457","Cupra","Formentor","FORMENTOR 1.5 eTSI (mHEV) 150 PS DSG Impulse","Benzin","Otomatik","150","2750000","0","1025","FORMENTOR 1.5 E-TSI MHEV 150 DSG IMPULSE","fiyat_exact","100"
"458","Cupra","Formentor","FORMENTOR 1.5 eTSI (mHEV) 150 PS DSG Supreme","Mild Hibrit","Otomatik","150","3270000","0","1011","FORMENTOR 1.5 eTSI (MHEV) 150 DSG VZ-LINE","hp_model","76"
"459","Cupra","Formentor","FORMENTOR  1.5 eTSI (mHEV) 150 PS DSG VZ-Line","Benzin","Otomatik","150","3570000","0","1011","FORMENTOR 1.5 eTSI (MHEV) 150 DSG VZ-LINE","fiyat_exact","100"
"460","Cupra","Formentor","FORMENTOR  2.0 TSI 333 PS DSG 4Drive","Benzin","Otomatik","333","6181150","0",,,"no_match","4"
"461","Cupra","Leon","LEON 1.5 eTSI ACT 150 PS DSG","Mild Hibrit","Otomatik","150","2650000","0","1026","LEON 1.5 E-TSI MHEV 150 DSG IMPULSE FL","fiyat_exact","100"
"462","Cupra","Terramar","Impulse 1.5 eTSI (mHEV) 150 PS DSG","Mild Hibrit","Otomatik","150","3270000","0","1011","FORMENTOR 1.5 eTSI (MHEV) 150 DSG VZ-LINE","hp_model","60"
"463","Cupra","Terramar","Supreme 1.5 eTSI (mHEV) 150 PS DSG","Mild Hibrit","Otomatik","150","4036000","0","1017","TERRAMAR 1.5 E-TSI MHEV 150 DSG SUPREME","fiyat_exact","100"
"464","Cupra","Terramar","VZ-Line 1.5 eTSI (mHEV) 150 PS DSG","Mild Hibrit","Otomatik","150","4439000","0","1018","TERRAMAR 1.5 E-TSI MHEV 150 DSG VZ-LINE","fiyat_exact","100"
"469","Dacia","Jogger","Extreme TCe 110 7 koltuklu","Benzin","Manuel","110","1595000","0","1170","JOGGER EXTREME 1.0 110 7 KOLTUKLU","fiyat_exact","100"
"470","Dacia","Jogger","Extreme Eco-G 120 - 5 koltuklu","Benzin/LPG","Manuel","120","1665000","0","1200","JOGGER EXTREME 1.2 ECO-G 120 5 KOLTUKLU","fiyat_exact","100"
"471","Dacia","Jogger","Extreme ECO-G 120 - 7 koltuklu","Benzin","Otomatik","120","1695000","0","1202","JOGGER EXTREME 1.2 ECO-G 120 7 KOLTUKLU","fiyat_exact","100"
"472","Dacia","Jogger","Extreme Eco-G 120 auto-7 koltuklu","Benzin","Otomatik","120","1815000","0","1201","JOGGER EXTREME 1.2 ECO-G 120 7 KOLTUKLU AT","fiyat_exact","100"
"473","Dacia","Logan","Expression  Eco-G 120 auto","Benzin/LPG","Otomatik","120","1699000","0","1203","LOGAN EXPRESSION ECO-G 120 AUTO","fiyat_exact","100"
"474","Dacia","Logan","Journey Eco-G 120 auto","Benzin/LPG","Otomatik","120","1774000","0","1204","LOGAN JOURNEY ECO-G 120 AUTO","fiyat_exact","100"
"465","Dacia","Sandero","Essential  TCe 100","Benzin","Manuel","100","1295000","0","1196","SANDERO ESSENTIAL TCE 100","fiyat_exact","100"
"466","Dacia","Sandero","Expression  TCe 100","Benzin","Manuel","100","1426000","0","1197","SANDERO EXPRESSION TCE 100","fiyat_exact","100"
"467","Dacia","Sandero Stepway","Expression Eco-G 120 auto","Benzin/LPG","Otomatik","120","1681000","0","1198","SANDERO STEPWAY EXPRESSION ECO-G 120 AUTO","fiyat_exact","100"
"468","Dacia","Sandero Stepway","Extreme Eco-G 120 auto","Benzin/LPG","Otomatik","120","1746000","0","1199","SANDERO STEPWAY EXTREME ECO-G 120 AUTO","fiyat_exact","100"
"481","DFSK","E-COM5","Panelvan PRO 60kW (80 bg)","Elektrik","Otomatik","60 kW","1390000","0",,,"no_tsb_brand","0"
"479","DFSK","E5","Comfort 1.5 T BENZİNLİ A/T","Mild Hibrit","Otomatik","100","1960000","1900000",,,"no_tsb_brand","0"
"477","DFSK","E5","Trend  1.5 T BENZİNLİ A/T-ELEGANCE","Mild Hibrit","Otomatik","100","2520000","0",,,"no_tsb_brand","0"
"476","DFSK","E5","Elegance E5 PLUG-IN HİBRİT ELEGANCE","Mild Hibrit","Otomatik","100","2520000","0",,,"no_tsb_brand","0"
"478","DFSK","E5","Comfort E5 PLUG-IN HİBRİT COMFORT","Mild Hibrit","Otomatik","100","2630000","0",,,"no_tsb_brand","0"
"475","DFSK","Fengon 500","Premium 1.5 114 HP CVT","Benzin","Otomatik","114","1550000","0",,,"no_tsb_brand","0"
"480","DFSK","Porter 1","PRO 1.5L 114 HP 5MT","Benzin","Manuel","114","825000","0",,,"no_tsb_brand","0"
"482","DS Automobiles","DS 4","Pallas  BlueHDi 130 Otomatik","Dizel","Otomatik","130","3070000","0","1048","DS 4 PALLAS BLUEHDI 130 AT","hp_model","87"
"483","DS Automobiles","DS 7","ÉTOILE BlueHDi 130 Otomatik","Dizel","Otomatik","130","4189850","0","1052","DS 7 ETOILE BLUEHDI 130 AT","fiyat_exact","100"
"532","Fiat","500e","La Prima by Bocelli Cabrio 42kWh","Elektrik","Otomatik","87 kW","2149900","0",,,"no_match","31"
"497","Fiat","600","La Prima  115 kW/156 HP - 54 kwh","Elektrik","Otomatik","0","1969900","1834900",,,"no_match","31"
"505","Fiat","Doblo Cargo","Standart 1.5 100 HP BlueHDI E6.4","Dizel","Manuel","100","1412900","1312900","1730","DOBLO CARGO 1.5 100 BLUEHDI FL","fiyat_exact","100"
"506","Fiat","Doblo Cargo","Maxi Cargo 1.5 100 HP BlueHDI E6.4","Dizel","Manuel","100","1447900","1347900","1731","DOBLO CARGO MAXI 1.5 100 BLUEHDI FL","fiyat_exact","100"
"507","Fiat","Doblo Cargo","Maxi Cargo 1.5 130 HP BlueHDI E6.4 AT","Dizel","Manuel","130","1602900","1502900","1732","DOBLO CARGO MAXI 1.5 130 BLUEHDI FL AT","fiyat_exact","100"
"490","Fiat","Doblo Combi","Easy 1.2 110 HP PureTech","Benzin","Otomatik","173","1569900","1469900","1761","DOBLO COMBI EASY 1.2 110 PURETECH FL","hp_model","103"
"491","Fiat","Doblo Combi","Easy 1.5 130 HP BlueHDI","Dizel","Manuel","130","1719900","1619900","1760","DOBLO COMBI EASY 1.5 130 BLUEHDI FL","hp_model","103"
"492","Fiat","Doblo Combi","Premio 1.2 110 HP PureTech","Benzin","Otomatik","173","1724900","1624900","1792","DOBLO COMBI PREMIO 1.2 110 PURETECH FL","hp_model","103"
"493","Fiat","Doblo Combi","Easy 1.5 130 HP BlueHDI AT","Dizel","Otomatik","130","1819900","1719900","1767","DOBLO COMBI EASY 1.5 130 BLUEHDI FL AT","hp_model","111"
"494","Fiat","Doblo Combi","Premio 1.5 130 HP BlueHDI E6.4","Dizel","Manuel","130","1874900","1774900","1727","DOBLO COMBI PREMIO 1.5 130 BLUEHDI FL","hp_model","103"
"495","Fiat","Doblo Combi","Premio 1.5 130 HP BlueHDI E6.4 AT","Dizel","Otomatik","130","1986900","1886900","1728","DOBLO COMBI PREMIO 1.5 130 BLUEHDI FL AT","hp_model","111"
"496","Fiat","Doblo Combi","Premio Plus 1.5 130 HP BlueHDI E6.4 AT","Dizel","Otomatik","130","2172900","2072900","1728","DOBLO COMBI PREMIO 1.5 130 BLUEHDI FL AT","hp_model","111"
"520","Fiat","Ducato Minibüs","Delux 16+1 2.2 140HP","Dizel","Manuel","140","2584900","2484900","1154","DUCATO MINIBUS DELUX 16+1 2.2 140 S9","fiyat_exact","100"
"521","Fiat","Ducato Minibüs","Delux Okul  16+1 2.2 140HP","Dizel","Manuel","140","2686900","2586900","1155","DUCATO MINIBUS DELUX OKUL 16+1 2.2 140 S9","hp_model","95"
"531","Fiat","E-Doblo Cargo","MAXI 100kW (136hp) 260Nm","Elektrik","Otomatik","100","2216900","2166900","1733","E-DOBLO CARGO MAXI 100KW FL","fiyat_exact","100"
"518","Fiat","E-Doblo Panorama","MAXI PREMIO 1100kW (136 Hp) 260 Tork","Elektrik","Otomatik","100","2361900","0","1735","E-DOBLO PANOROMA MAXI PREMIO 100KW FL","fiyat_exact","100"
"519","Fiat","E-Doblo Panorama","PREMIO PLUS M1100kW (136 Hp) 260 Tork","Elektrik","Otomatik","100","2373900","0","1734","E-DOBLO PANOROMA PREMIO PLUS 100KW FL","fiyat_exact","100"
